# Spec No	Fractional day	Fractional time	Scans	Tint	UAV servo sent position byte	Date (DD/MM/YYYY)	Time (hh:mm:ss)	Inside temperature	Outside temperature	Total Experiment Time (sec)	Total Acquisition Time (sec)	NO2.RMS	NO2.SlCol(NO2)	NO2.SlErr(NO2)	NO2.SlCol(H2O)	NO2.SlErr(H2O)	NO2.SlCol(O3)	NO2.SlErr(O3)	NO2.SlCol(O4)	NO2.SlErr(O4)	NO2.SlCol(pola)	NO2.SlErr(pola)	NO2.SlCol(ring)	NO2.SlErr(ring)	Fluxes 500
298	77.519737	12.4736815277778	1	0.03	58	18/03/2019	12:28:25	0	0	33	30	0.0014546	6063900000000000	937210000000000	5.416E+022	4.153E+021	9.5173E+018	8.5173E+017	1.6232E+043	4.8143E+041	-0.0014647	0.0018104	-0.014755	0.0012398	743.9425
299	77.520113	12.48272375	1	0.03	64	18/03/2019	12:28:57	0	0	33	30	0.0013122	1.0134E+016	845450000000000	8.7047E+022	3.7464E+021	1.0375E+019	7.6834E+017	2.346E+043	4.3429E+041	-0.0030564	0.0016332	-0.015494	0.0011184	774.5146
300	77.52049	12.4917659722222	1	0.03	70	18/03/2019	12:29:30	0	0	32	30	0.00090511	1.7606E+016	583150000000000	1.7014E+023	2.5841E+021	1.0164E+019	5.2996E+017	3.6514E+043	2.9956E+041	-0.0052268	0.0011265	-0.011869	0.00077143	891.9891
301	77.520867	12.5008081944444	1	0.03	76	18/03/2019	12:30:02	0	0	33	30	0.0027537	4.1739E+015	1774200000000000	7.4339E+022	7.8618E+021	6.9937E+018	1.6123E+018	1.3791E+043	9.1135E+041	-0.04461	0.0034272	-0.0005926	0.002347	192.1747
302	77.521244	12.5098502777778	1	0.03	82	18/03/2019	12:30:35	0	0	32	30	0.0083996	2314900000000000	5411800000000000	1.2483E+022	2.3981E+022	1.0421E+019	4.9182E+018	2.8308E+043	2.7799E+042	-0.047724	0.010454	-0.099098	0.0071591	72.27213
303	77.521621	12.5188926388889	1	0.03	28	18/03/2019	12:31:08	0	0	33	30	0.00051611	-407880000000000	332530000000000	2.8904E+021	1.4735E+021	4.9501E+018	3.022E+017	3.2002E+042	1.7081E+041	0.018949	0.00064235	-0.0081913	0.00043989	457.3589
304	77.521997	12.5279347222222	1	0.03	34	18/03/2019	12:31:40	0	0	32	30	0.0006219	-8331900000000	400680000000000	5.3904E+021	1.7755E+021	9.1558E+018	3.6414E+017	3.7199E+042	2.0582E+041	-0.014577	0.00077402	-0.0026154	0.00053005	654.0598
305	77.522374	12.5369770833333	1	0.03	40	18/03/2019	12:32:13	0	0	33	30	0.0010512	655020000000000	677300000000000	1.4125E+021	3.0013E+021	9.9068E+018	6.1553E+017	5.5793E+042	3.4792E+041	-0.0070081	0.0013084	-0.0097384	0.00089598	579.7423
306	77.522751	12.5460193055556	1	0.03	46	18/03/2019	12:32:45	0	0	32	30	0.0011844	1783500000000000	763090000000000	1.4524E+022	3.3815E+021	8.2363E+018	6.9349E+017	5.9082E+042	3.9199E+041	-0.0070053	0.0014741	-0.0076635	0.0010095	842.6661
307	77.523128	12.5550615277778	1	0.03	52	18/03/2019	12:33:18	0	0	33	30	0.0015873	3186400000000000	1022700000000000	2.3614E+022	4.5319E+021	9.4884E+018	9.2943E+017	1.0768E+043	5.2535E+041	0.0076751	0.0019756	-0.015621	0.0013529	655.7367
308	77.523505	12.5641181944444	1	0.03	58	18/03/2019	12:33:50	0	0	33	30	0.0016327	8617300000000000	1051900000000000	4.9451E+022	4.6614E+021	9.5631E+018	9.5599E+017	1.5685E+043	5.4036E+041	-0.00010671	0.002032	-0.014724	0.0013916	718.7313
309	77.523882	12.5731748611111	1	0.03	64	18/03/2019	12:34:23	0	0	32	30	0.0014182	1.4857E+016	913750000000000	8.6254E+022	4.0491E+021	9.8015E+018	8.3041E+017	2.2803E+043	4.6938E+041	-0.00037893	0.0017651	-0.014383	0.0012088	816.7482
310	77.524259	12.5822170833333	1	0.03	70	18/03/2019	12:34:55	0	0	33	30	0.0010371	1.9061E+016	668180000000000	1.693E+023	2.9609E+021	1.0435E+019	6.0724E+017	3.6726E+043	3.4323E+041	-0.0070661	0.0012907	-0.013351	0.00088391	858.5788
311	77.524636	12.5912593055556	1	0.03	76	18/03/2019	12:35:28	0	0	32	30	0.0028515	5040600000000000	1.8372E+015	7.6444E+022	8.141E+021	7.3507E+018	1.6696E+018	1.5371E+043	9.4372E+041	-0.048346	0.0035489	-0.0022473	0.0024303	190.5387
312	77.525013	12.6003015277778	1	0.03	82	18/03/2019	12:36:01	0	0	33	30	0.0084591	3848500000000000	5450100000000000	1.8534E+022	2.4151E+022	1.0491E+019	4.953E+018	2.9801E+043	2.7996E+042	-0.049836	0.010528	-0.097622	0.0072098	69.83408
313	77.525389	12.60934375	1	0.03	28	18/03/2019	12:36:33	0	0	32	30	0.00065934	-1817500000000000	424810000000000	-6.6159E+021	1.8824E+021	8.4761E+018	3.8606E+017	4.9581E+042	2.1822E+041	0.012877	0.00082062	-0.010325	0.00056196	428.3295
314	77.525766	12.6183859722222	1	0.03	34	18/03/2019	12:37:06	0	0	33	30	0.00050546	-572930000000000	325670000000000	1.0169E+022	1.4431E+021	5.4173E+018	2.9596E+017	3.677E+042	1.6729E+041	-0.0027728	0.0006291	-0.00048629	0.00043081	685.8165
315	77.526143	12.6274281944444	1	0.03	40	18/03/2019	12:37:38	0	0	33	30	0.0010527	942640000000000	678260000000000	8.3574E+021	3.0055E+021	9.2249E+018	6.164E+017	4.7971E+042	3.4841E+041	0.0049379	0.0013102	-0.0065742	0.00089724	621.9983
316	77.52652	12.6364704166667	1	0.03	46	18/03/2019	12:38:11	0	0	32	30	0.0013899	2332900000000000	895480000000000	9.2801E+021	3.9681E+021	8.8001E+018	8.138E+017	7.4825E+042	4.5999E+041	0.0035715	0.0017298	-0.016166	0.0011846	614.8284
317	77.526896	12.6455125	1	0.03	52	18/03/2019	12:38:43	0	0	33	30	0.0016094	5103700000000000	1.0369E+015	3.063E+022	4.5948E+021	1.0045E+019	9.4233E+017	1.1264E+043	5.3264E+041	0.0013728	0.002003	-0.014805	0.0013717	657.4868
318	77.527273	12.6545547222222	1	0.03	58	18/03/2019	12:39:16	0	0	32	30	0.0017342	8241800000000000	1117300000000000	4.8215E+022	4.9512E+021	1.0772E+019	1.0154E+018	1.6642E+043	5.7396E+041	0.0011728	0.0021584	-0.017257	0.0014781	691.4204
319	77.52765	12.6635970833333	1	0.03	64	18/03/2019	12:39:48	0	0	33	30	0.0015225	1.1186E+016	980900000000000	8.8792E+022	4.3466E+021	1.0905E+019	8.9144E+017	2.4562E+043	5.0387E+041	-0.00044456	0.0018948	-0.016784	0.0012976	777.6093
320	77.528027	12.6726391666667	1	0.03	70	18/03/2019	12:40:21	0	0	32	30	0.0011321	1.8851E+016	729410000000000	1.6955E+023	3.2322E+021	1.0696E+019	6.6288E+017	3.7022E+043	3.7468E+041	-0.0082319	0.001409	-0.013503	0.00096491	871.1504
321	77.528403	12.6816815277778	1	0.03	76	18/03/2019	12:40:54	0	0	33	30	0.003081	5706100000000000	1985100000000000	7.091E+022	8.7963E+021	9.2679E+018	1.804E+018	1.5526E+043	1.0197E+042	-0.051399	0.0038346	-0.0068478	0.002626	171.8433
322	77.52878	12.69072375	1	0.03	82	18/03/2019	12:41:26	0	0	32	30	0.0087667	4871100000000000	5648300000000000	8.0094E+021	2.5029E+022	1.3064E+019	5.1331E+018	3.1429E+043	2.9014E+042	-0.041408	0.010911	-0.10707	0.0074719	68.23174
323	77.529158	12.6997804166667	1	0.03	28	18/03/2019	12:41:59	0	0	33	30	0.00074238	-1062300000000000	478310000000000	-3.9012E+021	2.1195E+021	6.953E+018	4.3468E+017	5.4511E+042	2.457E+041	0.0093455	0.00092396	-0.0087355	0.00063274	383.5601
324	77.529535	12.7088370833333	1	0.03	34	18/03/2019	12:42:31	0	0	33	30	0.00081905	-88748000000000	527700000000000	-2.8457E+021	2.3384E+021	6.6677E+018	4.7957E+017	5.4641E+042	2.7107E+041	0.009739	0.0010194	-0.0075985	0.00069808	504.5735
325	77.529912	12.7178793055556	1	0.03	40	18/03/2019	12:43:04	0	0	32	30	0.001042	724830000000000	671350000000000	1.6454E+021	2.9749E+021	7.999E+018	6.1012E+017	6.6522E+042	3.4486E+041	0.0037402	0.0012969	-0.010138	0.00088811	556.4542
326	77.530288	12.7269215277778	1	0.03	46	18/03/2019	12:43:36	0	0	33	30	0.0013406	1865700000000000	863760000000000	1.1201E+022	3.8276E+021	8.6784E+018	7.8498E+017	6.6187E+042	4.437E+041	0.0037162	0.0016686	-0.013043	0.0011426	593.9004
327	77.530665	12.7359636111111	1	0.03	52	18/03/2019	12:44:09	0	0	32	30	0.0017258	3663700000000000	1.1119E+015	2.8588E+022	4.9272E+021	9.56E+018	1.0105E+018	1.168E+043	5.7117E+041	0.0044819	0.0021479	-0.017479	0.0014709	618.585
328	77.531042	12.7450059722222	1	0.03	58	18/03/2019	12:44:42	0	0	33	30	0.0018164	6045600000000000	1170300000000000	4.8461E+022	5.1858E+021	1.0924E+019	1.0635E+018	1.7694E+043	6.0115E+041	-0.0013385	0.0022606	-0.019898	0.0015481	655.752
329	77.531419	12.7540481944444	1	0.03	64	18/03/2019	12:45:14	0	0	32	30	0.0016284	1.1654E+016	1.0492E+015	9.4457E+022	4.6492E+021	1.0983E+019	9.5349E+017	2.5974E+043	5.3895E+041	-0.0055468	0.0020267	-0.016149	0.0013879	833.0034
330	77.531795	12.7630904166667	1	0.03	70	18/03/2019	12:45:47	0	0	33	30	0.0012435	2.0409E+016	801170000000000	1.671E+023	3.5502E+021	1.1381E+019	7.281E+017	3.726E+043	4.1155E+041	-0.010079	0.0015476	-0.014244	0.0010598	836.3857
331	77.532172	12.7721326388889	1	0.03	76	18/03/2019	12:46:19	0	0	32	30	0.0030154	4732400000000000	1942800000000000	7.0566E+022	8.6089E+021	7.6167E+018	1.7656E+018	1.4195E+043	9.9797E+041	-0.052616	0.0037529	-0.009737	0.00257	177.5147
332	77.532549	12.7811748611111	1	0.03	82	18/03/2019	12:46:52	0	0	33	30	0.0085171	3104600000000000	5487500000000000	1.7129E+022	2.4317E+022	1.3023E+019	4.987E+018	3.0984E+043	2.8188E+042	-0.057538	0.0106	-0.096072	0.0072592	68.44187
333	77.532926	12.7902170833333	1	0.03	28	18/03/2019	12:47:24	0	0	33	30	0.00069587	-1373200000000000	448340000000000	-2.0666E+021	1.9867E+021	7.7476E+018	4.0745E+017	5.9073E+042	2.303E+041	0.010975	0.00086607	-0.0081526	0.00059309	370.9203
334	77.533302	12.7992591666667	1	0.03	34	18/03/2019	12:47:57	0	0	32	30	0.00061112	-353620000000000	393740000000000	-2.9656E+021	1.7448E+021	1.0329E+019	3.5783E+017	6.095E+042	2.0226E+041	0.003312	0.0007606	-0.010149	0.00052087	497.9289
335	77.533679	12.8083015277778	1	0.03	40	18/03/2019	12:48:29	0	0	33	30	0.00099403	1361400000000000	640450000000000	5.8711E+021	2.838E+021	9.8986E+018	5.8203E+017	7.3731E+042	3.2899E+041	0.0037672	0.0012372	-0.012061	0.00084722	511.7715
336	77.534056	12.8173436111111	1	0.03	46	18/03/2019	12:49:02	0	0	32	30	0.0015628	3268900000000000	1.0069E+015	1.3153E+022	4.4618E+021	1.0067E+019	9.1505E+017	8.2094E+042	5.1722E+041	0.0084983	0.001945	-0.015084	0.001332	553.4386
337	77.534433	12.8263859722222	1	0.03	52	18/03/2019	12:49:34	0	0	33	30	0.0018621	4147000000000000	1199700000000000	2.7219E+022	5.3163E+021	1.1069E+019	1.0903E+018	1.2427E+043	6.1628E+041	0.0038119	0.0023175	-0.017718	0.0015871	579.0325
338	77.53481	12.8354281944444	1	0.03	58	18/03/2019	12:50:07	0	0	32	30	0.0018914	7089800000000000	1218600000000000	5.1449E+022	5.3998E+021	1.1371E+019	1.1074E+018	1.8488E+043	6.2596E+041	7.3713E-05	0.002354	-0.018816	0.001612	747.058
339	77.535186	12.8444702777778	1	0.03	64	18/03/2019	12:50:40	0	0	33	30	0.0017133	1.2065E+016	1.1038E+015	9.1873E+022	4.8914E+021	1.1543E+019	1.0032E+018	2.6441E+043	5.6703E+041	-0.0030799	0.0021323	-0.017729	0.0014602	811.1243
340	77.535564	12.8535270833333	1	0.03	70	18/03/2019	12:51:12	0	0	33	30	0.0013887	2.0155E+016	894740000000000	1.666E+023	3.9649E+021	1.1727E+019	8.1314E+017	3.7345E+043	4.5962E+041	-0.0090489	0.0017284	-0.014866	0.0011836	836.1362
341	77.535941	12.86258375	1	0.03	76	18/03/2019	12:51:45	0	0	32	30	0.0031955	5774600000000000	2.0588E+015	7.4728E+022	9.1231E+021	9.0824E+018	1.871E+018	1.6073E+043	1.0576E+042	-0.050948	0.0039771	-0.011572	0.0027235	171.4462
342	77.536318	12.8716259722222	1	0.03	82	18/03/2019	12:52:17	0	0	33	30	0.0086264	5060500000000000	5557900000000000	1.223E+022	2.4628E+022	1.4791E+019	5.051E+018	3.249E+043	2.855E+042	-0.051983	0.010736	-0.10314	0.0073523	67.59051
343	77.536695	12.8806681944444	1	0.03	28	18/03/2019	12:52:50	0	0	32	30	0.00077749	-1.4948E+015	500930000000000	6.5323E+021	2.2197E+021	6.4493E+018	4.5524E+017	6.602E+042	2.5732E+041	0.017647	0.00096766	-0.0077859	0.00066266	366.2613
344	77.537071	12.8897102777778	1	0.03	34	18/03/2019	12:53:22	0	0	33	30	0.0005114	544870000000000	329490000000000	1.3412E+021	1.4601E+021	5.637E+018	2.9944E+017	5.3516E+042	1.6925E+041	0.003103	0.00063649	-0.0092768	0.00043587	475.5272
345	77.537448	12.8987525	1	0.03	40	18/03/2019	12:53:55	0	0	32	30	0.0011989	2435300000000000	772430000000000	5.895E+021	3.4228E+021	1.0912E+019	7.0198E+017	8.1187E+042	3.9678E+041	0.0047039	0.0014921	-0.012864	0.0010218	518.0015
346	77.537825	12.9077948611111	1	0.03	46	18/03/2019	12:54:28	0	0	33	30	0.0015375	5172000000000000	990610000000000	2.0386E+022	4.3896E+021	9.0469E+018	9.0026E+017	8.4429E+042	5.0886E+041	0.00079761	0.0019136	-0.013827	0.0013104	563.006
347	77.538202	12.9168370833333	1	0.03	52	18/03/2019	12:55:00	0	0	32	30	0.0019122	7206600000000000	1232000000000000	3.1304E+022	5.4592E+021	1.1112E+019	1.1196E+018	1.2492E+043	6.3285E+041	0.0020933	0.0023799	-0.017749	0.0016297	636.8591
348	77.538578	12.9258793055556	1	0.03	58	18/03/2019	12:55:33	0	0	33	30	0.0019089	8020799999999999	1229900000000000	5.3823E+022	5.4501E+021	1.1043E+019	1.1177E+018	1.8467E+043	6.3179E+041	0.00027123	0.0023759	-0.018201	0.001627	742.2174
349	77.538955	12.9349215277778	1	0.03	64	18/03/2019	12:56:05	0	0	32	30	0.0018264	1.3569E+016	1176800000000000	9.1405E+022	5.2145E+021	1.1749E+019	1.0694E+018	2.6454E+043	6.0448E+041	-0.0031424	0.0022732	-0.019045	0.0015567	818.5765
350	77.539332	12.94396375	1	0.03	70	18/03/2019	12:56:38	0	0	33	30	0.0015286	1.9488E+016	984840000000000	1.7069E+023	4.3641E+021	1.2498E+019	8.9501E+017	3.7792E+043	5.0589E+041	-0.010506	0.0019024	-0.015473	0.0013028	821.3346
351	77.539709	12.9530059722222	1	0.03	76	18/03/2019	12:57:10	0	0	33	30	0.0034625	8205100000000000	2230800000000000	7.1813E+022	9.8855E+021	9.4534E+018	2.0274E+018	1.6756E+043	1.1459E+042	-0.049659	0.0043094	-0.016158	0.0029511	159.1649
352	77.540085	12.9620481944444	1	0.03	82	18/03/2019	12:57:43	0	0	32	30	0.0088535	5722700000000000	5704200000000000	1.1559E+022	2.5277E+022	1.3876E+019	5.184E+018	3.0385E+043	2.9302E+042	-0.053339	0.011019	-0.10627	0.007546	67.9552
353	77.540462	12.9710904166667	1	0.03	28	18/03/2019	12:58:15	0	0	33	30	0.00095121	-1099300000000000	612850000000000	3.9967E+021	2.7157E+021	7.4694E+018	5.5696E+017	6.5899E+042	3.1481E+041	0.009914	0.0011839	-0.0081626	0.00081072	344.0149
354	77.540839	12.9801326388889	1	0.03	34	18/03/2019	12:58:48	0	0	32	30	0.00065249	372480000000000	420390000000000	4.921E+021	1.8629E+021	7.2568E+018	3.8205E+017	5.3525E+042	2.1595E+041	0.0044921	0.00081209	-0.010349	0.00055612	433.6128
355	77.541216	12.9891748611111	1	0.03	40	18/03/2019	12:59:21	0	0	33	30	0.0010025	1351700000000000	645890000000000	9.6914E+021	2.8621E+021	8.6114E+018	5.8698E+017	7.3443E+042	3.3178E+041	0.0039876	0.0012477	-0.011606	0.00085443	558.1283
356	77.541592	12.9982170833333	1	0.03	46	18/03/2019	12:59:53	0	0	32	30	0.0015281	3046400000000000	984520000000000	1.7357E+022	4.3627E+021	1.0331E+019	8.9472E+017	1.0263E+043	5.0573E+041	0.008432	0.0019018	-0.015008	0.0013024	545.9941
357	77.541969	13.0072593055556	1	0.03	52	18/03/2019	13:00:26	0	0	33	30	0.0017872	6350300000000000	1151500000000000	2.9764E+022	5.1026E+021	1.0771E+019	1.0465E+018	1.243E+043	5.9151E+041	-6.6242E-05	0.0022244	-0.016257	0.0015233	693.0544
358	77.542346	13.0163013888889	1	0.03	58	18/03/2019	13:00:58	0	0	32	30	0.0020082	8829200000000000	1293900000000000	5.9141E+022	5.7336E+021	1.1404E+019	1.1759E+018	1.8248E+043	6.6465E+041	-0.003313	0.0024994	-0.018159	0.0017116	742.4728
359	77.542723	13.02534375	1	0.03	64	18/03/2019	13:01:31	0	0	33	30	0.0019515	1.1207E+016	1257300000000000	9.3504E+022	5.5715E+021	1.2529E+019	1.1426E+018	2.6747E+043	6.4586E+041	-0.0051791	0.0024288	-0.01934	0.0016633	773.6305
360	77.543099	13.0343858333333	1	0.03	70	18/03/2019	13:02:03	0	0	33	30	0.0016761	1.9556E+016	1.0799E+015	1.6918E+023	4.7853E+021	1.2529E+019	9.814E+017	3.7909E+043	5.5472E+041	-0.0093542	0.0020861	-0.016245	0.0014286	811.0484
361	77.543476	13.0434281944444	1	0.03	76	18/03/2019	13:02:36	0	0	32	30	0.003481	7862200000000000	2242800000000000	7.2261E+022	9.9384E+021	9.3224E+018	2.0382E+018	1.6418E+043	1.1521E+042	-0.04687	0.0043325	-0.018341	0.0029669	160.5125
362	77.543853	13.0524704166667	1	0.03	82	18/03/2019	13:03:08	0	0	33	30	0.0088389	6675600000000000	5694800000000000	1.6197E+022	2.5235E+022	1.5961E+019	5.1754E+018	3.1533E+043	2.9253E+042	-0.058155	0.011001	-0.10838	0.0075335	65.22949
363	77.54423	13.0615126388889	1	0.03	28	18/03/2019	13:03:41	0	0	32	30	0.00092587	74890000000000	596530000000000	5.881E+021	2.6434E+021	5.7982E+018	5.4212E+017	7.0249E+042	3.0643E+041	0.018701	0.0011523	-0.0090621	0.00078913	339.813
364	77.544606	13.0705548611111	1	0.03	34	18/03/2019	13:04:13	0	0	33	30	0.00061158	1215500000000000	394030000000000	9.2383E+021	1.7461E+021	6.7113E+018	3.5809E+017	7.4782E+042	2.0241E+041	0.0067808	0.00076116	-0.01108	0.00052125	398.0727
365	77.544983	13.0795970833333	1	0.03	40	18/03/2019	13:04:46	0	0	32	30	0.0011136	3.3928E+015	717480000000000	9.2159E+021	3.1793E+021	1.0254E+019	6.5204E+017	7.921E+042	3.6856E+041	-0.00020569	0.001386	-0.012954	0.00094913	502.1736
366	77.54536	13.0886393055556	1	0.03	46	18/03/2019	13:05:19	0	0	33	30	0.0015021	4701600000000000	967790000000000	1.7188E+022	4.2885E+021	1.1863E+019	8.7952E+017	1.0034E+043	4.9714E+041	0.0046001	0.0018695	-0.015848	0.0012803	552.1544
367	77.545737	13.0976815277778	1	0.03	52	18/03/2019	13:05:51	0	0	32	30	0.0019904	6812000000000000	1282400000000000	3.3499E+022	5.6826E+021	1.1123E+019	1.1654E+018	1.3501E+043	6.5874E+041	0.0059678	0.0024772	-0.018914	0.0016964	613.9239
368	77.546113	13.10672375	1	0.03	58	18/03/2019	13:06:24	0	0	33	30	0.0021037	9.1692E+015	1355400000000000	5.5768E+022	6.0061E+021	1.1802E+019	1.2318E+018	1.8423E+043	6.9624E+041	-0.001749	0.0026182	-0.019289	0.001793	683.576
369	77.54649	13.1157659722222	1	0.03	64	18/03/2019	13:06:56	0	0	33	30	0.0020809	1.3579E+016	1340700000000000	9.3446E+022	5.9411E+021	1.2553E+019	1.2184E+018	2.6876E+043	6.887E+041	-0.0030288	0.0025899	-0.020868	0.0017736	743.4996
370	77.546867	13.1248081944444	1	0.03	70	18/03/2019	13:07:29	0	0	32	30	0.00179	2.318E+016	1153200000000000	1.6859E+023	5.1103E+021	1.2905E+019	1.0481E+018	3.8309E+043	5.924E+041	-0.0095208	0.0022278	-0.017475	0.0015256	818.2701
371	77.547244	13.1338504166667	1	0.03	76	18/03/2019	13:08:01	0	0	33	30	0.0036641	9.5546E+015	2360700000000000	7.0954E+022	1.0461E+022	1.0435E+019	2.1454E+018	1.8406E+043	1.2127E+042	-0.050311	0.0045603	-0.023406	0.0031229	146.9464
372	77.547621	13.1429070833333	1	0.03	82	18/03/2019	13:08:34	0	0	32	30	0.0091094	8381700000000000	5869100000000000	2.7191E+022	2.6007E+022	1.2407E+019	5.3338E+018	3.2664E+043	3.0148E+042	-0.048143	0.011337	-0.11712	0.007764	64.40794
373	77.547998	13.15196375	1	0.03	28	18/03/2019	13:09:07	0	0	33	30	0.0011091	302930000000000	714560000000000	7.9392E+021	3.1664E+021	7.4322E+018	6.4939E+017	8.3762E+042	3.6706E+041	0.013711	0.0013803	-0.0085843	0.00094527	314.7993
374	77.548375	13.1610059722222	1	0.03	34	18/03/2019	13:09:39	0	0	32	30	0.00064347	2083100000000000	414580000000000	8.9823E+021	1.8371E+021	8.25E+018	3.7677E+017	8.2726E+042	2.1296E+041	0.0092466	0.00080087	-0.012911	0.00054844	392.4825
375	77.548752	13.1700481944444	1	0.03	40	18/03/2019	13:10:12	0	0	33	30	0.0011527	4.4244E+015	742680000000000	1.5682E+022	3.291E+021	9.2249E+018	6.7494E+017	8.8226E+042	3.815E+041	0.0082508	0.0014347	-0.014476	0.00098247	452.103
376	77.549123	13.1789515277778	1	0.03	46	18/03/2019	13:10:44	0	0	32	30	0.0017216	5595000000000000	1109200000000000	2.1745E+022	4.9153E+021	1.1118E+019	1.0081E+018	1.1278E+043	5.698E+041	0.0053917	0.0021427	-0.01829	0.0014674	514.676
377	77.5495	13.18799375	1	0.03	52	18/03/2019	13:11:16	0	0	33	30	0.0020156	7905300000000000	1298600000000000	3.5861E+022	5.7545E+021	1.1777E+019	1.1802E+018	1.4172E+043	6.6707E+041	0.0043131	0.0025086	-0.018609	0.0017179	590.5771
378	77.549882	13.1971748611111	1	0.03	58	18/03/2019	13:11:49	0	0	33	30	0.0022504	9.63E+015	1449900000000000	5.625E+022	6.425E+021	1.2322E+019	1.3177E+018	1.9314E+043	7.448E+041	0.0014242	0.0028009	-0.023307	0.001918	615.0534
379	77.550259	13.2062170833333	1	0.03	64	18/03/2019	13:12:22	0	0	32	30	0.0022259	1.3689E+016	1434100000000000	9.7596E+022	6.3549E+021	1.3065E+019	1.3033E+018	2.744E+043	7.3668E+041	-0.0038117	0.0027703	-0.02266	0.0018971	731.5309
380	77.550636	13.2152593055556	1	0.03	70	18/03/2019	13:12:54	0	0	33	30	0.0019063	2.281E+016	1228200000000000	1.7808E+023	5.4426E+021	1.3434E+019	1.1162E+018	3.906E+043	6.3092E+041	-0.011036	0.0023726	-0.018636	0.0016248	779.5787
381	77.551013	13.2243015277778	1	0.03	76	18/03/2019	13:13:27	0	0	32	30	0.0039656	1.2623E+016	2555000000000000	7.5471E+022	1.1322E+022	1.2164E+019	2.322E+018	2.0403E+043	1.3125E+042	-0.048516	0.0049356	-0.026383	0.0033799	139.0374
382	77.551389	13.2333436111111	1	0.03	82	18/03/2019	13:14:00	0	0	33	30	0.0093957	8887100000000000	6053600000000000	1.2405E+022	2.6825E+022	1.5458E+019	5.5014E+018	3.5387E+043	3.1096E+042	-0.042839	0.011694	-0.11782	0.0080081	60.03629
383	77.551766	13.2423859722222	1	0.03	28	18/03/2019	13:14:32	0	0	32	30	0.001201	1618200000000000	773760000000000	1.3845E+022	3.4288E+021	7.1E+018	7.0319E+017	8.7803E+042	3.9747E+041	0.013778	0.0014947	-0.010974	0.0010236	306.083
384	77.552143	13.2514281944444	1	0.03	34	18/03/2019	13:15:05	0	0	33	30	0.00061501	2.155E+015	396240000000000	8.8299E+021	1.7559E+021	9.3717E+018	3.601E+017	8.0455E+042	2.0354E+041	0.0099963	0.00076544	-0.012041	0.00052418	392.3739
385	77.55252	13.2604704166667	1	0.03	40	18/03/2019	13:15:37	0	0	32	30	0.0011249	3151700000000000	724770000000000	1.579E+022	3.2116E+021	1.0839E+019	6.5866E+017	9.2571E+042	3.723E+041	0.0067624	0.0014001	-0.01365	0.00095877	474.8665
386	77.552896	13.2695126388889	1	0.03	46	18/03/2019	13:16:10	0	0	33	30	0.001604	4778300000000000	1.0334E+015	2.7468E+022	4.5795E+021	1.1206E+019	9.3919E+017	1.0731E+043	5.3086E+041	-0.00064275	0.0019963	-0.015362	0.0013671	516.7577
387	77.553273	13.2785548611111	1	0.03	52	18/03/2019	13:16:42	0	0	33	30	0.0021436	6285800000000000	1381100000000000	3.7165E+022	6.1201E+021	1.1926E+019	1.2551E+018	1.4151E+043	7.0946E+041	0.0015585	0.002668	-0.020791	0.001827	560.9626
388	77.55365	13.2875970833333	1	0.03	58	18/03/2019	13:17:15	0	0	32	30	0.0023269	9.6689E+015	1499200000000000	6.1168E+022	6.6435E+021	1.3681E+019	1.3625E+018	1.9239E+043	7.7013E+041	-0.0023596	0.0028961	-0.022254	0.0019833	675.0353
389	77.554027	13.29665375	1	0.03	64	18/03/2019	13:17:47	0	0	33	30	0.0023245	1.3827E+016	1497600000000000	1.0148E+023	6.6364E+021	1.374E+019	1.361E+018	2.7055E+043	7.6931E+041	-0.0042632	0.002893	-0.023436	0.0019812	714.5966
390	77.554405	13.3057104166667	1	0.03	70	18/03/2019	13:18:20	0	0	32	30	0.002031	2.4014E+016	1308500000000000	1.7804E+023	5.7984E+021	1.3836E+019	1.1892E+018	3.8693E+043	6.7217E+041	-0.010968	0.0025277	-0.019477	0.001731	812.504
391	77.554781	13.3147526388889	1	0.03	76	18/03/2019	13:18:53	0	0	33	30	0.0038782	1.0451E+016	2498700000000000	7.8795E+022	1.1072E+022	1.0934E+019	2.2708E+018	1.8356E+043	1.2835E+042	-0.051223	0.0048267	-0.025695	0.0033054	138.4898
392	77.555158	13.3237948611111	1	0.03	82	18/03/2019	13:19:25	0	0	32	30	0.0090036	8904999999999999	5800900000000000	3.0375E+022	2.5705E+022	1.7651E+019	5.2718E+018	3.2173E+043	2.9798E+042	-0.058368	0.011206	-0.1135	0.0076738	63.12362
393	77.555535	13.3328370833333	1	0.03	28	18/03/2019	13:19:58	0	0	33	30	0.0010357	-395500000000000	667260000000000	8.5072E+021	2.9568E+021	7.0597E+018	6.064E+017	7.9178E+042	3.4276E+041	0.0147	0.001289	-0.0093898	0.0008827	322.9516
394	77.555912	13.3418793055556	1	0.03	34	18/03/2019	13:20:30	0	0	33	30	0.00056114	1152300000000000	361540000000000	1.3374E+022	1.6021E+021	8.8524E+018	3.2856E+017	7.9047E+042	1.8572E+041	0.0085775	0.0006984	-0.012737	0.00047827	388.7488
395	77.556288	13.3509215277778	1	0.03	40	18/03/2019	13:21:03	0	0	32	30	0.0011049	3231500000000000	711860000000000	1.9691E+022	3.1544E+021	9.3112E+018	6.4694E+017	9.89E+042	3.6567E+041	0.0082259	0.0013751	-0.016203	0.0009417	437.1237
