# Spec No	Date (DD/MM/YYYY)	Time (hh:mm:ss)	Fractional day	Fractional time	Latitude	Longitude	Elev. viewing angle	Azim. viewing angle	NO2.RMS	NO2.SlCol(no2)	NO2.SlErr(no2)	NO2.SlCol(o3)	NO2.SlErr(o3)	NO2.SlCol(o4)	NO2.SlErr(o4)	NO2.SlCol(h2o)	NO2.SlErr(h2o)	NO2.SlCol(ring)	NO2.SlErr(ring)	NO2.Shift(Spectrum)	NO2.Stretch(Spectrum)1	NO2.Stretch(Spectrum)2	Fluxes 500
299	18/03/2019	14:06:40	77.587963	14.1111111111111	44	28	48	185	0.00037784	5638100000000000	265940000000000	5.0368E+018	2.7598E+017	9.8686E+042	1.4993E+041	2.5364E+022	3.559E+021	0.00016528	0.00037403	0.0021116	7.9678E-05	0	5434.957
300	18/03/2019	14:07:24	77.588484	14.1236111111111	44	28	60	185	0.00044771	5215400000000000	315110000000000	1.943E+018	3.27E+017	6.6205E+042	1.7765E+041	3.6676E+022	4.2171E+021	-0.0029655	0.00044319	0.010412	0.00016741	0	4685.515
301	18/03/2019	14:08:45	77.589421	14.1461111111111	44	28	89	185	0.00034734	4548900000000000	244470000000000	9.4893E+018	2.537E+017	9.589E+042	1.3782E+041	3.3177E+022	3.2717E+021	-0.013944	0.00034384	-0.0017661	3.359E-05	0	2504.815
302	18/03/2019	14:09:42	77.590081	14.1619444444444	44	28	3	185	0.0024957	1.1817E+016	1756500000000000	1.2424E+019	1.8228E+018	2.5228E+043	9.9028E+041	9.4798E+022	2.3508E+022	-0.022899	0.0024705	0.020189	-7.8351E-05	0	1059.821
303	18/03/2019	14:10:24	77.590567	14.1736111111111	44	28	6	185	0.00038022	2.6286E+016	267610000000000	1.1047E+019	2.7771E+017	4.9987E+043	1.5087E+041	2.5776E+023	3.5814E+021	0.0013098	0.00037638	-0.010203	-5.2326E-05	0	5446.648
304	18/03/2019	14:11:06	77.591053	14.1852777777778	44	28	12	185	0.00053329	2.0045E+016	375340000000000	9.3559E+018	3.8951E+017	4.1874E+043	2.1161E+041	1.8767E+023	5.0232E+021	0.0019824	0.00052791	-0.0087244	-7.782E-06	0	11458.73
305	18/03/2019	14:11:48	77.591539	14.1969444444444	44	28	18	185	0.0004845	1.2408E+016	341010000000000	8.8738E+018	3.5388E+017	2.936E+043	1.9225E+041	1.2872E+023	4.5636E+021	0.00085775	0.00047961	-0.0080187	9.3852E-07	0	9224.625
306	18/03/2019	14:12:33	77.59206	14.2094444444444	44	28	30	185	0.00040549	7696500000000000	285390000000000	8.6546E+018	2.9617E+017	1.8596E+043	1.609E+041	7.9125E+022	3.8194E+021	0.00094206	0.0004014	-0.0065333	1.001E-05	0	7039.953
307	18/03/2019	14:13:19	77.592581	14.2219444444444	44	28	48	185	0.00032201	5080700000000000	226640000000000	7.7946E+018	2.3519E+017	1.165E+043	1.2777E+041	3.1294E+022	3.0331E+021	-0.0046714	0.00031876	0.0032958	0.00010396	0	4586.904
308	18/03/2019	14:14:03	77.593102	14.2344444444444	44	28	60	185	0.00062075	5040600000000000	436910000000000	1.5062E+017	4.534E+017	8.6997E+042	2.4631E+041	4.2347E+022	5.8471E+021	0.0020293	0.00061449	0.011641	0.00020272	0	4070.801
309	18/03/2019	14:15:24	77.594039	14.2569444444444	44	28	89	185	0.00035006	5522700000000000	246380000000000	7.2868E+018	2.5568E+017	9.3644E+042	1.389E+041	3.2634E+022	3.2973E+021	-0.011757	0.00034653	-0.0026225	2.9635E-05	0	2669.426
310	18/03/2019	14:16:21	77.594699	14.2727777777778	44	28	3	185	0.0023543	1.4193E+016	1657000000000000	1.6851E+019	1.7196E+018	2.6324E+043	9.3417E+041	1.279E+023	2.2176E+022	-0.025505	0.0023305	0.016564	-0.00010063	0	1153.35
311	18/03/2019	14:17:04	77.595185	14.2844444444444	44	28	6	185	0.00038781	2.6932E+016	272950000000000	1.0617E+019	2.8326E+017	5.1039E+043	1.5388E+041	2.6867E+023	3.6529E+021	-0.001024	0.0003839	-0.009782	-4.9792E-05	0	5137.37
312	18/03/2019	14:17:46	77.595671	14.2961111111111	44	28	12	185	0.00052586	2.3791E+016	370110000000000	1.0252E+019	3.8408E+017	4.2705E+043	2.0866E+041	1.9491E+023	4.9532E+021	0.00075427	0.00052055	-0.0091305	-6.3264E-06	0	11144.17
313	18/03/2019	14:18:28	77.596157	14.3077777777778	44	28	18	185	0.00048537	1.945E+016	341620000000000	9.8495E+018	3.5451E+017	3.0702E+043	1.9259E+041	1.3359E+023	4.5719E+021	0.00093745	0.00048048	-0.0087336	-2.0291E-06	0	9048.603
314	18/03/2019	14:19:12	77.596678	14.3202777777778	44	28	30	185	0.00038517	1.107E+016	271090000000000	9.4534E+018	2.8133E+017	1.9429E+043	1.5283E+041	7.8552E+022	3.628E+021	0.00064593	0.00038129	-0.0072054	1.382E-05	0	6745.786
315	18/03/2019	14:19:56	77.597188	14.3325	44	28	48	185	0.00029266	7708200000000000	205980000000000	9.0644E+018	2.1376E+017	1.256E+043	1.1613E+041	4.6294E+022	2.7566E+021	-0.0031823	0.00028971	-0.00021072	8.6851E-05	0	4477.629
316	18/03/2019	14:20:41	77.597708	14.345	44	28	60	185	0.00033702	7133600000000000	237200000000000	9.9229E+018	2.4616E+017	1.3078E+043	1.3373E+041	3.5176E+022	3.1744E+021	-0.0063288	0.00033362	0.0065092	0.0001548	0	3726.796
317	18/03/2019	14:22:02	77.598646	14.3675	44	28	89	185	0.00042905	6560300000000000	301980000000000	8.5565E+018	3.1338E+017	1.0657E+043	1.7025E+041	3.2202E+022	4.0414E+021	-0.013788	0.00042473	-0.0031604	3.0663E-05	0	2424.016
318	18/03/2019	14:22:59	77.599306	14.3833333333333	44	28	3	185	0.0025161	1.5767E+016	1.7709E+015	1.8801E+019	1.8377E+018	2.7288E+043	9.9838E+041	1.1562E+023	2.37E+022	-0.028791	0.0024907	0.016337	-0.00011644	0	1083.614
319	18/03/2019	14:23:40	77.599769	14.3944444444444	44	28	6	185	0.00036223	3.1443E+016	254950000000000	1.2027E+019	2.6457E+017	5.1102E+043	1.4373E+041	2.5938E+023	3.412E+021	-0.00066361	0.00035858	-0.0093196	-4.6723E-05	0	4846.544
320	18/03/2019	14:24:21	77.600255	14.4061111111111	44	28	12	185	0.00051752	2.3341E+016	364250000000000	1.0946E+019	3.78E+017	4.4178E+043	2.0535E+041	1.995E+023	4.8747E+021	0.00030276	0.0005123	-0.008818	-4.6035E-06	0	10762.06
321	18/03/2019	14:25:04	77.600741	14.4177777777778	44	28	18	185	0.000482	1.7163E+016	339240000000000	1.0178E+019	3.5205E+017	3.2045E+043	1.9125E+041	1.3826E+023	4.5401E+021	6.6647E-05	0.00047713	-0.0079908	-3.5286E-06	0	8969.515
322	18/03/2019	14:25:45	77.601227	14.4294444444444	44	28	30	185	0.00036211	1.2184E+016	254870000000000	9.6672E+018	2.6449E+017	2.0744E+043	1.4369E+041	8.9334E+022	3.4109E+021	-0.00042217	0.00035846	-0.0055429	1.3455E-05	0	6076.874
323	18/03/2019	14:26:31	77.601748	14.4419444444444	44	28	48	185	0.00027914	8075100000000001	196470000000000	9.8213E+018	2.0389E+017	1.3516E+043	1.1076E+041	5.2042E+022	2.6293E+021	-0.0041195	0.00027633	0.00104	6.7796E-05	0	4481
324	18/03/2019	14:27:15	77.602269	14.4544444444444	44	28	60	185	0.00038141	7963800000000000	268450000000000	3.857E+018	2.7858E+017	1.2973E+043	1.5134E+041	4.2279E+022	3.5926E+021	-0.0031282	0.00037757	0.0076501	0.0001498	0	3610.537
325	18/03/2019	14:28:36	77.603206	14.4769444444444	44	28	89	185	0.00040947	7073000000000000	288200000000000	9.5578E+018	2.9907E+017	1.274E+043	1.6248E+041	2.4292E+022	3.8569E+021	-0.013635	0.00040534	-0.002046	2.5603E-05	0	2574.678
326	18/03/2019	14:29:33	77.603866	14.4927777777778	44	28	3	185	0.0027319	1.5334E+016	1922800000000000	2.1095E+019	1.9954E+018	2.8568E+043	1.084E+042	1.1336E+023	2.5733E+022	-0.028081	0.0027044	0.017312	-0.00012164	0	1020.6
327	18/03/2019	14:30:16	77.604352	14.5044444444444	44	28	6	185	0.00038172	3.2034E+016	268660000000000	1.2972E+019	2.788E+017	5.3791E+043	1.5146E+041	2.7618E+023	3.5955E+021	-0.0022508	0.00037787	-0.0085061	-6.0995E-05	0	4448.846
328	18/03/2019	14:30:58	77.604838	14.5161111111111	44	28	12	185	0.00049715	2.2953E+016	349910000000000	1.2202E+019	3.6312E+017	4.6094E+043	1.9727E+041	2.0328E+023	4.6828E+021	-0.00088725	0.00049213	-0.0076522	-1.0538E-05	0	9898.834
329	18/03/2019	14:31:40	77.605324	14.5277777777778	44	28	18	185	0.00047221	1.7398E+016	332360000000000	1.1925E+019	3.449E+017	3.3572E+043	1.8737E+041	1.4376E+023	4.4479E+021	-0.00042194	0.00046745	-0.0072407	-1.0542E-05	0	8885.713
330	18/03/2019	14:32:25	77.605845	14.5402777777778	44	28	30	185	0.00033849	1.1426E+016	238240000000000	1.1162E+019	2.4724E+017	2.2257E+043	1.3431E+041	8.4721E+022	3.1884E+021	-0.0040943	0.00033508	-0.0047977	2.2932E-06	0	5244.622
331	18/03/2019	14:33:09	77.606366	14.5527777777778	44	28	48	185	0.00029093	8742200000000000	204760000000000	1.0783E+019	2.1249E+017	1.4174E+043	1.1544E+041	5.2252E+022	2.7403E+021	-0.0037228	0.00028799	2.314E-05	4.1917E-05	0	4102.156
332	18/03/2019	14:33:55	77.606887	14.5652777777778	44	28	60	185	0.00036302	8189100000000000	255510000000000	9.3428E+018	2.6515E+017	1.4417E+043	1.4405E+041	3.1438E+022	3.4194E+021	-0.0087375	0.00035936	0.0054121	0.00010934	0	3126.252
333	18/03/2019	14:35:16	77.607824	14.5877777777778	44	28	89	185	0.00050008	9.5841E+015	351970000000000	9.5636E+018	3.6526E+017	1.2816E+043	1.9843E+041	4.7518E+022	4.7104E+021	-0.013964	0.00049504	-0.0021587	1.2583E-06	0	2252.761
334	18/03/2019	14:36:13	77.608484	14.6036111111111	44	28	3	185	0.0030531	1.6635E+016	2.1489E+015	1.9394E+019	2.23E+018	3.1799E+043	1.2115E+042	1.0925E+023	2.8758E+022	-0.03805	0.0030223	0.020217	-0.00014009	0	901.7796
335	18/03/2019	14:36:55	77.60897	14.6152777777778	44	28	6	185	0.00038452	3.3467E+016	270630000000000	1.4344E+019	2.8085E+017	5.5897E+043	1.5257E+041	2.8091E+023	3.6219E+021	-0.0048543	0.00038064	-0.0069893	-7.9843E-05	0	4179.124
336	18/03/2019	14:37:37	77.609456	14.6269444444444	44	28	12	185	0.00046828	2.4002E+016	329590000000000	1.3498E+019	3.4203E+017	4.8254E+043	1.8581E+041	2.0971E+023	4.4108E+021	-0.0024646	0.00046355	-0.0059742	-2.0385E-05	0	8868.265
337	18/03/2019	14:38:18	77.609942	14.6386111111111	44	28	18	185	0.0004489	1.7022E+016	315950000000000	1.3289E+019	3.2787E+017	3.5517E+043	1.7812E+041	1.4536E+023	4.2283E+021	-0.0025051	0.00044437	-0.0063929	-3.5046E-05	0	7990.816
338	18/03/2019	14:39:04	77.610463	14.6511111111111	44	28	30	185	0.00030791	1.275E+016	216720000000000	1.2716E+019	2.249E+017	2.3309E+043	1.2218E+041	9.5366E+022	2.9003E+021	-0.0050526	0.0003048	-0.0032334	-6.5758E-06	0	4927.341
339	18/03/2019	14:39:48	77.610984	14.6636111111111	44	28	48	185	0.00025119	9.9456E+015	176790000000000	9.7409E+018	1.8347E+017	1.5672E+043	9.967E+040	4.9448E+022	2.366E+021	-0.0068543	0.00024865	0.0018187	3.7613E-05	0	3550.484
340	18/03/2019	14:40:34	77.611505	14.6761111111111	44	28	60	185	0.0003084	9.2113E+015	217060000000000	9.1403E+018	2.2525E+017	1.2625E+043	1.2237E+041	4.1945E+022	2.9049E+021	-0.0073289	0.00030529	0.0046003	6.3759E-05	0	3043.852
341	18/03/2019	14:41:55	77.612442	14.6986111111111	44	28	89	185	0.00045242	8896000000000001	318430000000000	1.304E+019	3.3045E+017	1.3605E+043	1.7952E+041	4.1701E+022	4.2615E+021	-0.014875	0.00044785	-0.00044844	-2.527E-05	0	2332.66
342	18/03/2019	14:42:51	77.613102	14.7144444444444	44	28	3	185	0.0031347	1.7374E+016	2.2063E+015	2.2124E+019	2.2895E+018	3.3981E+043	1.2438E+042	1.258E+023	2.9526E+022	-0.039355	0.003103	0.021132	-0.00017542	0	896.3351
343	18/03/2019	14:43:33	77.613588	14.7261111111111	44	28	6	185	0.00040989	3.4467E+016	288490000000000	1.5739E+019	2.9938E+017	5.8918E+043	1.6264E+041	2.8966E+023	3.8608E+021	-0.0049275	0.00040575	-0.0052148	-9.6305E-05	0	3933.67
344	18/03/2019	14:44:16	77.614074	14.7377777777778	44	28	12	185	0.00045732	2.564E+016	321870000000000	1.481E+019	3.3402E+017	4.9897E+043	1.8146E+041	2.1936E+023	4.3076E+021	-0.0041468	0.00045271	-0.0044683	-4.6174E-05	0	8418.17
345	18/03/2019	14:44:57	77.61456	14.7494444444444	44	28	18	185	0.00042296	1.89E+016	297690000000000	1.4234E+019	3.0893E+017	3.6477E+043	1.6783E+041	1.5188E+023	3.984E+021	-0.0024414	0.00041869	-0.0036766	-4.0873E-05	0	7568.33
346	18/03/2019	14:45:42	77.615069	14.7616666666667	44	28	30	185	0.00030705	1.3472E+016	216110000000000	1.3376E+019	2.2427E+017	2.4457E+043	1.2184E+041	9.352E+022	2.8922E+021	-0.0066	0.00030395	-0.0010375	-2.0741E-05	0	4610.632
347	18/03/2019	14:46:26	77.61559	14.7741666666667	44	28	48	185	0.00025211	9.88E+015	177440000000000	1.3954E+019	1.8414E+017	1.7476E+043	1.0004E+041	6.9451E+022	2.3747E+021	-0.0070662	0.00024956	0.0036674	1.8593E-05	0	3468.499
348	18/03/2019	14:47:12	77.616111	14.7866666666667	44	28	60	185	0.00032096	9.3193E+015	225900000000000	1.4136E+019	2.3442E+017	1.5534E+043	1.2735E+041	4.3582E+022	3.0232E+021	-0.0089713	0.00031772	0.005672	2.6667E-05	0	2792.145
349	18/03/2019	14:48:33	77.617049	14.8091666666667	44	28	89	185	0.00058482	9.573E+015	411610000000000	1.3899E+019	4.2715E+017	1.4673E+043	2.3205E+041	3.8728E+022	5.5085E+021	-0.016941	0.00057892	0.0012658	-4.261E-05	0	2045.769
350	18/03/2019	14:49:29	77.617708	14.825	44	28	3	185	0.0033063	1.8585E+016	2327100000000000	2.3483E+019	2.4149E+018	3.5293E+043	1.3119E+042	1.2428E+023	3.1143E+022	-0.0414	0.003273	0.024635	-0.00017637	0	859.7116
351	18/03/2019	14:50:11	77.618194	14.8366666666667	44	28	6	185	0.00045061	3.4627E+016	317150000000000	1.7673E+019	3.2913E+017	6.2054E+043	1.788E+041	2.9467E+023	4.2444E+021	-0.0059897	0.00044607	-0.004839	-0.00011307	0	3939.704
352	18/03/2019	14:50:54	77.618681	14.8483333333333	44	28	12	185	0.00044429	2.4821E+016	312700000000000	1.6173E+019	3.2451E+017	5.1863E+043	1.7629E+041	2.201E+023	4.1849E+021	-0.0050327	0.00043981	-0.0028373	-5.1418E-05	0	7837.907
353	18/03/2019	14:51:36	77.619167	14.86	44	28	18	185	0.00041282	1.8806E+016	290560000000000	1.6036E+019	3.0153E+017	3.8069E+043	1.6381E+041	1.4802E+023	3.8885E+021	-0.0044673	0.00040866	-0.0022423	-4.788E-05	0	6983.253
354	18/03/2019	14:52:21	77.619687	14.8725	44	28	30	185	0.00029728	1.4496E+016	209230000000000	1.5489E+019	2.1713E+017	2.5754E+043	1.1796E+041	9.5637E+022	2.8001E+021	-0.0065073	0.00029428	-0.00029819	-4.0815E-05	0	4535.45
355	18/03/2019	14:54:52	77.621447	14.9147222222222	44	28	3	185	0.0032722	1.9519E+016	2303100000000000	2.2754E+019	2.39E+018	3.8609E+043	1.2984E+042	1.341E+023	3.0822E+022	-0.040677	0.0032392	0.026465	-0.00018261	0	880.7133
356	18/03/2019	14:55:34	77.621921	14.9261111111111	44	28	6	185	0.00046675	3.4691E+016	328520000000000	1.7992E+019	3.4092E+017	6.3426E+043	1.8521E+041	2.9342E+023	4.3965E+021	-0.0061973	0.00046205	-0.0039366	-0.0001174	0	3818.754
357	18/03/2019	14:56:16	77.622407	14.9377777777778	44	28	12	185	0.00043951	2.5761E+016	309340000000000	1.7433E+019	3.2102E+017	5.3278E+043	1.744E+041	2.2541E+023	4.1399E+021	-0.0065121	0.00043508	-0.0027432	-5.8712E-05	0	7394.417
358	18/03/2019	14:56:58	77.622894	14.9494444444444	44	28	18	185	0.00039706	1.8304E+016	279460000000000	1.7181E+019	2.9001E+017	3.9187E+043	1.5755E+041	1.5197E+023	3.74E+021	-0.0065986	0.00039306	-0.0017184	-4.9131E-05	0	6403.964
359	18/03/2019	14:57:41	77.623403	14.9616666666667	44	28	30	185	0.00027425	1.4347E+016	193030000000000	1.6901E+019	2.0031E+017	2.7443E+043	1.0882E+041	9.6044E+022	2.5833E+021	-0.008486	0.00027149	-0.0003185	-3.5162E-05	0	4097.618
360	18/03/2019	14:58:27	77.623924	14.9741666666667	44	28	48	185	0.00032613	1.2206E+016	229540000000000	1.5954E+019	2.382E+017	1.9979E+043	1.2941E+041	6.7583E+022	3.0719E+021	-0.0096901	0.00032284	0.0037716	1.9076E-07	0	2841.902
361	18/03/2019	14:59:11	77.624444	14.9866666666667	44	28	60	185	0.00045007	1.1908E+016	316780000000000	1.5852E+019	3.2873E+017	1.7461E+043	1.7859E+041	6.2377E+022	4.2394E+021	-0.015295	0.00044553	0.0047454	-9.3221E-06	0	2270.269
362	18/03/2019	15:00:32	77.625382	15.0091666666667	44	28	89	185	0.00073177	1.2029E+016	515040000000000	1.7762E+019	5.3448E+017	1.734E+043	2.9036E+041	4.4572E+022	6.8927E+021	-0.022074	0.00072439	0.0011515	-7.0628E-05	0	1748.951
363	18/03/2019	15:01:48	77.626262	15.0302777777778	44	28	3	185	0.0028607	2.3404E+016	2013500000000000	2.6009E+019	2.0895E+018	4.1774E+043	1.1351E+042	1.6153E+023	2.6946E+022	-0.036804	0.0028319	0.029881	-0.00013455	0	1084.326
364	18/03/2019	15:02:31	77.626748	15.0419444444444	44	28	6	185	0.0004824	3.7651E+016	339530000000000	2.0235E+019	3.5234E+017	6.7271E+043	1.9141E+041	3.0059E+023	4.5439E+021	-0.0065354	0.00047753	-0.0021121	-0.0001088	0	4816.474
365	18/03/2019	15:03:13	77.627234	15.0536111111111	44	28	12	185	0.00053803	2.7779E+016	378680000000000	1.9422E+019	3.9298E+017	5.5335E+043	2.1349E+041	2.2437E+023	5.0679E+021	-0.0064463	0.0005326	-0.00072515	-5.689E-05	0	8980.122
366	18/03/2019	15:03:55	77.627731	15.0655555555556	44	28	18	185	0.00047573	2.1177E+016	334830000000000	1.8989E+019	3.4747E+017	4.1226E+043	1.8877E+041	1.548E+023	4.481E+021	-0.0062367	0.00047093	0.0004917	-5.1262E-05	0	7473.303
367	18/03/2019	15:04:40	77.628252	15.0780555555556	44	28	30	185	0.00041086	1.5957E+016	289180000000000	1.9234E+019	3.0009E+017	2.9202E+043	1.6303E+041	9.6944E+022	3.87E+021	-0.0076784	0.00040672	0.0024601	-3.8121E-05	0	5377.102
368	18/03/2019	15:05:25	77.628773	15.0905555555556	44	28	48	185	0.00035425	1.3578E+016	249330000000000	1.7999E+019	2.5874E+017	2.2347E+043	1.4057E+041	6.8048E+022	3.3368E+021	-0.010751	0.00035068	0.0061594	-4.2495E-06	0	3554.266
369	18/03/2019	15:06:11	77.629294	15.1030555555556	44	28	60	185	0.00045364	1.3073E+016	319290000000000	1.8103E+019	3.3134E+017	2.0786E+043	1.8E+041	5.1427E+022	4.273E+021	-0.014038	0.00044906	0.0071022	-9.6598E-06	0	2871.373
370	18/03/2019	15:07:32	77.630231	15.1255555555556	44	28	89	185	0.00064656	1.299E+016	455070000000000	1.9554E+019	4.7225E+017	1.9805E+043	2.5655E+041	4.1801E+022	6.0902E+021	-0.021062	0.00064004	0.0036181	-6.2007E-05	0	2195.251
371	18/03/2019	15:08:54	77.631181	15.1483333333333	44	28	3	185	0.0028568	2.2262E+016	2010700000000000	2.7789E+019	2.0866E+018	4.427E+043	1.1336E+042	1.4644E+023	2.6909E+022	-0.036817	0.002828	0.029516	-0.00014424	0	1211.05
372	18/03/2019	15:09:36	77.631667	15.16	44	28	6	185	0.00055055	3.8757E+016	387500000000000	2.2449E+019	4.0212E+017	7.0429E+043	2.1846E+041	3.0422E+023	5.1858E+021	-0.0089374	0.000545	0.0012153	-9.9682E-05	0	5094.599
373	18/03/2019	15:10:18	77.632164	15.1719444444444	44	28	12	185	0.00059394	3.0483E+016	418030000000000	2.1667E+019	4.3381E+017	5.8017E+043	2.3567E+041	2.2876E+023	5.5944E+021	-0.0073065	0.00058794	0.0001662	-5.8141E-05	0	10178.31
374	18/03/2019	15:11:01	77.63265	15.1836111111111	44	28	18	185	0.00053663	2.3428E+016	377700000000000	2.1828E+019	3.9196E+017	4.3831E+043	2.1293E+041	1.5719E+023	5.0547E+021	-0.0089179	0.00053122	0.0016884	-4.7249E-05	0	8240.982
375	18/03/2019	15:11:46	77.633171	15.1961111111111	44	28	30	185	0.00047869	1.9779E+016	336920000000000	2.1597E+019	3.4963E+017	3.1522E+043	1.8994E+041	1.0462E+023	4.5089E+021	-0.0076812	0.00047386	0.0026466	-3.6789E-05	0	6136.383
376	18/03/2019	15:12:30	77.633692	15.2086111111111	44	28	48	185	0.0004539	1.6281E+016	319470000000000	2.0372E+019	3.3153E+017	2.5029E+043	1.8011E+041	7.6916E+022	4.2755E+021	-0.010833	0.00044933	0.0064466	-9.8502E-06	0	4120.486
377	18/03/2019	15:13:13	77.63419	15.2205555555556	44	28	60	185	0.00049213	1.5576E+016	346370000000000	2.1482E+019	3.5945E+017	2.3648E+043	1.9527E+041	5.8522E+022	4.6355E+021	-0.015342	0.00048716	0.0070357	-2.4041E-05	0	3305.626
378	18/03/2019	15:14:35	77.635127	15.2430555555556	44	28	89	185	0.00066632	1.3536E+016	468970000000000	2.2471E+019	4.8668E+017	2.1816E+043	2.6439E+041	5.4849E+022	6.2762E+021	-0.019987	0.0006596	0.00498	-6.2405E-05	0	2447.567
