sn_name,gal_mag,redshift

2016cok,9.857,0.002404

2016cwg

2016coj,10.64,0.004523

2016cwb,20.7

2016cwh,17.2,0.073917

2016cwa,19.5

2016cpw,16.56,0.060362

2016cwe,22

2016cwc

MASTEROTJ105145.85+552312.4,15.79,0.073944

2016cpc,14.95,0.02473

2016cwf

2016cwd,19.2

2016cpx,14.05,0.027352

2016csg,17.1

2016cqv,16.74,0.039227

2016cqu,16.98

2016csk,16.87,0.048703

2016cqt,16.52,0.043889

2016csi,15.09,0.031781

2016cpy,14.5,0.02909

2016ehw,16.17

2016csr,17.55

2016cqk,15,0.015204

2016cqj,15.5,0.022215

2016cvl,15.49,0.030608

2016cvn,13.907,0.013885

2016css,14.09,0.020004

2016cqz,13.44,0.011972

2016csv,18.3368

2016csq,18.0394

2016cvj

2016csd,17.73

2016cuv,19.19

2016cvk,14.7,0.010783

2016cvm,17.99

2016edh,17.5,0.118916

2016dcn

CSS160615:174311+170014,21.0945

2016ecw,19.7671

2016cvv,15.27,0.044571

MLS160616:175555+434723,17.2775

2016cxb

2016cxr

2016cvw,15.67,0.038877

2016dae,16.22,0.044978

2016cyh,16.31

2016cyi

2016cyj,16.86,0.05598

2016cym,15.35,0.023136

2016cyl

2016cyk,15.55,0.016053

MASTEROTJ151647.17+283742.8,17.41,0.05646

2016cyr,17.45,0.032539

2016cyt,15.2,0.030374

2016enu

SMT16ojf,17.37,0.085115

2016cyw,14.44,0.013783

2016cyv,15.17,0.037326

2016cyz,17.18

2016dgj

2016cyx,13.91,0.013689

2016cza,15.31,0.022529

2016czc,16.01,0.050972

2016ehy,22.4578

2016eem

2016czr,16.94,0.03097

2016czq,17.9849

2016dag,13.94,0.01928

CSS160710:160420+392813

2016dln,18.89,0.050001

2016efy

2016dkf,15.48,0.048197

2016dgt,19.04,0.090068

2016eyn

2016daj,17.46

2016dkh,17.5

2016eic,18.53

2016eia,17.13,0.033737

2016ehv

2016ege,15.27,0.02413

2016eho,18.7

2016eig,16.33,0.030701

2016eid

OGLE16bqx,18.22

2016eif

2016eii,17.13

2016egz,18.75,0.0232

2016ejc,17.83,0.061513

2016eij,19.7

2016ejf,15.5,0.02863

2016eja,16.3

2016hhd,17.54

2016eiy,14.61,0.008663

2016eld,17.31

2016ekg,15.66,0.0171

2016eky,20.7974

2016emj

2016emx,18.14

2016eku,16.98,0.106293

2016emb,16.88

2016emw

2016els

2016emk

2016ekt,16.2

2016emr,15.71,0.028049

2016elw,21

PS16dpm

2016eqd

2016eng,17.86

2016epa,17.74

2016enx,18

2016eno,22.162

2016eqb,15.93,0.025308

2016epd,18.28,0.057236

2016eny,18.39,0.027075

2016enf,21.4666

2016enp,19.26

2016eoa,13.63,0.020771

2016epw

2016etf,16.62,0.05749

2016eob,14.032,0.024258

2016enk,15.86,0.007799

2016eub,20.84,0.043743

2016eui,17.63

2016eqa,14.72,0.014957

2016eqw,19.45

2016eqp

2016esh,17.58,0.04452

2016esn,14.6,0.032022

2016esm,14.343,0.01929

2016exa,18.1

2016eyr,14.86,0.028933

2016eso,15.58,0.016063

2016esw,15.15,0.028313

2016esx,17.7

2016euj,15.6,0.017008

2016exv,16.64,0.021218

2016evh,15.05,0.0286

2016evs

2016faa,15.64

2016ews,16.72,0.045648

2016fes,18.13

2016ezh,18.93,0.0804

2016ewv

DES16E1de

2016fwe,20,0.071519

2016fak

DES16X3jj,22.6393

DES16E2dd,17.13

DES16X3es,21.1,0.513561

DES16E1ah,20.9,0.318257

DES16C3at

DES16X1ey,19.1,0.071519

2016fck,17.51,0.039964

DES16C3ea

2016fev,17,0.039534

DES16X1ge

2016fbo

2016fbz

2016hpp,18.08

2016fbk,14.45,0.035865

2016fca

OGLE16bsy,20.05

2016ffh,15.13,0.018204

2016fee

2016fho,16.1,0.041499

DES16X3hj,20.18,0.191242

2016fhn,15.26,0.025494

2016ffo,15.64,0.028493

2016fez,16.7

2016fej,12.98,0.010914

DES16E1md,18.37

DES16C2ma

DES16C2nm

DES16E2rd,19.7,0.506607

DES16C3fv

DES16E2nb,18.9,0.331

2016frs,14.48,0.02919

2016fff,14.05,0.011441

DES16X3er,20.7,0.169499

DES16X1hu

DES16X1ox,21.85,0.406048

DES16X3on,20.4,0.264736

2016fij,17.34,0.0389

2016fik,17.46

2016fhw,19.144

2016fhu,18.18,0.076034

2016fqc,16.43,0.067533

2016fhz,17.37

2016fig

DES16S1kt,18.09,0.067522

2016fim,19.8738

2016fht,18.02

2016fhy

2016fib,17.54

2016fiz

DES16C3bq,19.81

2016fjp,17.34,0.076489

DES16C2lz

DES16C1zb,17.57

2016fjm

2016flv,19.13

2016hqe,17.04,0.075092

2016fxu,14.71,0.015996

2016fln,23.5762

2016frp,16.15

2016flo

2016foy,15.49,0.028073

2016flu,17.98

2016fmt,14.45,0.03326

DES16E2xk

2016fnb,16.4,0.025019

2016fnr,12.99,0.014367

2016fod,16.03,0.063154

2016foo,17.06

2016foa

DES16X3zd,22,0.495

2016foc

2016fob,17.42

2016for

2016fov

OGLE16dak,17.87

DES16C1zv

DES16S2afz

DES16C2aiu

DES16C1aiw

DES16S1agd,22.9791

2016fss

2016fqr,12.93,0.012005

2016fmb

2016iks,21.0866

2016fts,15.53,0.034757

2016gke,19.32

2016gda,16.19,0.0295

OGLE16cwa,17.6

2016fzm

2016gcr,17.77,0.0645

2016gah,21.4261

2016fvf

OGLE16dpg,20.34

2016gcl,18.43,0.027999

2016gfu,15.02,0.027239

2016ggd,15.59,0.044744

2016gbf,20.3

2016gft,14.21,0.018406

2016gdu,18.8,0.043707

2016gdm

2016gdq

2016ggp

2016geh

2016gdy,18.41

DES16X3bdb,20.6,0.253141

DES16E2aoh,19.1,0.196741

2016geu,19.9

2016gfk,13.461,0.011909

2016gev,18.6

DES16C1aua

DES16X2auj,19.32

2016gfr,16.53

2016ggb,13.53,0.020588

2016gfy,11.94,0.008062

2016ghi,16.81

2016ghp,15.12,0.040698

2016gho,15.96,0.037886

2016ghu,14.92,0.030741

2016ghq,14.54,0.021205

2016gio,16.32

OGLE16dco,14.5

2016gil,13.018,0.01758

OGLE16ddi,16.19

2016gis,16.85,0.023746

2016gkd,16.14,0.056896

OGLE16dee

2016hsc

2016gjw,16.86,0.065316

2016glp

2016gkg,10.74,0.00494

2016gko,19.218

2016glr,18.78

DES16X2bda,20.18

2016glb,20.28

DES16E2bkg

DES16C1bnt

2016gld,16.38,0.062619

DES16X2bkr,22.6422

2016gkt,15.55,0.050718

DES16E2bht

DES16X3biz,19.32,0.237

2016glo,16.06,0.04824

2016gnf,19.04,0.181612

2016glz

2016goj,15.56,0.040895

OGLE16dft

2016gou

2016gom,17.09

2016gmb,18.8

2016glg,17.27,0.095175

2016gok,18.63

2016gmg,16.31,0.049437

OGLE16dmu

2016gmw

2016gmt

DES16X2bvf

MLS160925:224708-083931

2016grh,22.4355

2016grj,17.53

2016flq,17.71

2016gop

2016gyt

2016gra

2016gqc,15.05,0.044534

2016gqb,16.55,0.030434

2016gsk,17.19

2016gtq,18.36

OGLE16dwh,18.28

2016grz,20.0937

DES16C1cbg,19.4

2016hwz

2016gtc,15.43,0.029867

2016gse,16.28,0.043421

OGLE16dwy,13.18

DES16C2cbv

2016gsn,15.6

2016gsd,13.77,0.002635

2016gsb,15.36,0.00965

2016gtr

2016gvc,16.17,0.045278

2016grk,15.22,0.016525

DES16X2ceg,21.4775

2016guu,18.3

OGLE16ead,17.84

2016guc,15.58,0.031305

2016gwl,12.44,0.008763

2016hax

2016gvg,18.29

2016hbd,17.1,0.021588

OGLE16ekf,16.3

2016gxq,13.681,0.011892

2016gsu,17.6795

2016gxp,14.44,0.017849

2016gwm,17.93

2016gye,14.81,0.021171

2016gmh,17.47,0.083996

2016hbj,18.74,0.211336

2016gyi,16.97,0.075479

2016gyp

2016gyd,17.98,0.117414

2016haa,16.28,0.040476

2016gvd,15.85,0.077492

2016idl,22.4

DES16E2cjg

2016hbb,15.03,0.013333

2016hmp,16.08

2016gzy,18.0773

2016hdw,17.46,0.064169

2016hdx,14.35,0.01857

2016hfb,15.46,0.026435

2016hjk,18.17,0.085

2016hgd,15.14,0.025544

2016hfw,13.33

2016hnv,20.2

2016hot,21.6632

2016hnl,15.4,0.031614

2016hfe,15.62,0.039661

2016hgf,0.017179

2016hdv

2016hgn,16.17

DES16S1cps,23.5397

DES16X2cpn,20.1871

DES16X3cpl,18.64

2016hht,14.73,0.018596

2016iil,15.71

OGLE16evl,16.86

2016hgm,12.943,0.007811

DES16E2clk

OGLE16erd

2016hjg,14.69,0.037836

DES16E2cqq

2016hgx

DES16E1ciy,20.7,0.169499

2016hmo,14.98,0.018913

OGLE16esg,19.31

2016hhz,15.27,0.016191

2016hkn,13.902,0.021932

OGLE16eun,18.79

OGLE16euo,17.31

MASTEROTJ110533.80+194118.7,16.09,0.031599

2016hhv,15.81,0.06194

2016hqh,16.38,0.047237

DES16E2crb

2016hid,20.4461

2016hmq,16.29,0.017402

DES16X2crt,22.52,0.534617

DES16X2crr,20.7,0.28825

2016hli,15.48,0.016752

2016hko

2016hqk,16.34,0.058684

2016hgw,15.43,0.022886

2016hnk,14.95,0.015968

2016hpd,16.19,0.061773

2016hpe,19

2016hns,15.59,0.037

OGLE16exz,17.19

2016hpx,16.76

2016hhh,17.49

2016iaf,14.87,0.061939

2016htl,17.73

2016hpt,16.59

2016hqf,17.48,0.054454

2016hpw,17.87

OGLE16fbw,16.59,0.098528

2016hrv,14.4,0.016655

DES16X1dbw,22.9587

DES16E1dcx,20.7,0.446

DES16C3dhv

DES16X1dbx

DES16E2cxw

DES16S2dfm,20.0457

2016hsr,14.524,0.013931

2016htn,16.29,0.053117

2016htm,15.96,0.043313

2016hsx,16.95,0.043602

2016hsw,16.6

2016huh,15.11,0.018556

2016hvl,16,0.013092

CSS161106:231233+092930,20.9418

2016hvu,13.625,0.01853

2016hwn,16.79,0.021451

2016hwp,16.08,0.021191

2016iae,10.664,0.003985

OGLE16fgn

DES16C3dmp

DES16X1der,21.4,0.425608

DES16E1dic,19.74,0.028016

DES16C3dhy

OGLE16fix,17.34

DES16X3dfk,17.35,0.148772

2016ile,19.9

2016iew

OGLE16fml

2016ick,17.73

2016ied,17.56,0.047934

2016inu,17.82,0.020835

2016ieq,20.49

DES16E2drd

DES16S2drt,22.4762

2016ifk

DES16X2dqz,23.0402

DES16X1drk,22.8,0.45

DES16X2dzz,22.0249

DES16X3dvb,20.2,0.33

2016igr,15.3,0.017732

OGLE16fsn

OGLE16fnh,16.28

DES16E1eae

2016ipd,17.59

DES16S2ean,20.8882

2016ija,10.664,0.003985

2016ije,20.2

2016ijc,15.31,0.030685

2016ijf,17.45

2016ilf,17.54

DES16E1eef

2016ios,14.22,0.016725

DES16S2ffk,21.8221

DES16C2ege

2016ioq,15.09,0.023673

DES16C3elb

2016ino,15.2,0.02834

2016ioh,18.13,0.023566

2016iot,18.7

2016ioj,15.81,0.058691

2016inv,16.56,0.043586

2016ins,14.76,0.020708

2016iou,18.07,0.045488

2016iog,21.91

2016ipb,17.13

2016iol,15.92,0.034215

2016ipi,16.84,0.046072

2016ipf,15.6

2016ijj,15.749,0.041095

2016iqx,15.91,0.030208

2016itd,15.13,0.017542

2016itf,19.58

2016itl

2016isd,15.56,0.045312

2016iru,17.21

2016irt,19.14

2016ips,17.3163

2016ijk,12.91

2016isg,16.59,0.055457

2016itb

2016iuc,13.7,0.021375

DES16X3enk

2016ito,15.59,0.01992

2016iuh,13.56,0.013696

2016iuz,15.5,0.048297

2016ivt,15.44,0.027082

2016iwk,19.07,0.0511

2016iww

DES16X1few,23.2,0.37

DES16C1fgm

2016iwv,19.1

DES16S1ffb,19.25,0.164002

DES16X3eww,19.7,0.151

2016iyf,14.66,0.041572

2016ixe

2016ixf,21.7

2016ixb,17.48,0.028343

2016iyk,17.21,0.019156

2016iyl,17.66,0.084279

2016iyc,14.76,0.012685

2016iye,13.742,0.01788

2016iyd

2016iyv

2016iyy

2016iyx,19.8

2016iyz,14.386,0.010377

2016izw,13.74

2016izv,17.85,0.064068

2016jae,22.6802

2016jah,17,0.020788

2016izg,15.74,0.029781

2016izf

2016jag,13.53,0.006701

2016jaw,16.55,0.042305

2016jfn

2016jab,17.59

2016jga,15.27,0.0243

2016jav,16.54

2016jax,17.1,0.034773

2016jca

2016jbs,15.26,0.054838

2016jel

2016jem,18.03

OGLE17abx

2016jby,14.25,0.021635

2016jfq

2016jfy,16.92

2016jfr

2016jev,15.4

2016jdj,17.43,0.139784

2016jdk,17.49

2016jdv,14.69,0.026934

2016jdw,15.18,0.018883

2016jdl,17.47,0.023332

2016jfu,12.3,0.008286

2016jgr,18.09

2016jft,14.81,0.017495

2017bzo,16.74,0.031742

2017X

2017A,14.35,0.032826

2017ar,16.94,0.083408

2017B,14.72,0.034611

2017ad,15.48,0.03332

2017bd,16.23,0.05342

ATLAS17abx,16.18,0.064881

2017ag

2017ai,16.64,0.05027

2017ah,14.93,0.032863

2017le,16.28,0.029764

2017ae

2017bc,14.46,0.026872

2017bj,16.26,0.065022

2017lw

2017hr,15.28,0.029757

2017hk,16.82,0.059344

2017jc,13.86

2017ij,15.6,0.03348

2017jd,14.26,0.007368

2017hm,14.98,0.021275

2017hl,15.5,0.023073

2017hn,15.12,0.023853

2017hq,14.83,0.03798

2017rt,13.69,0.012255

2017la,16.33,0.027019

2017lc

2017lb,16.56,0.05278

2017kz,19.53

2017aym,12.48,0.005847

2017jo

2017jr,12.63

2017lm,16.16

2017jt

2017lv,15.35,0.028717

2017jk

2017je,18.36

2017jy,15.68,0.042379

2017jl,17.12,0.01633

MASTEROTJ081506.13+381123.3,16.44

2017pa,15.79

2017lt,15.99,0.04302

2017boa,15.48,0.044461

2017yn

2017ln,15.6,0.025356

2017mw,15.79,0.011661

2017me,16.34,0.032668

2017ms,17.33,0.024639

2017vu,16.28,0.044507

2017mf,13.691,0.025693

2017mu,18.2781

2017mt,19.3

2017on

2017lf,14.005,0.014673

2017nf,16.65,0.036773

2017ns,16.35

2017vh

2017ng,17.39

2017nk,15.9,0.034554

2017nx,18.49

2017nw,20.7

2017nh,17.48

2017yd,16.73,0.078241

2017nt,17.5805

2017ux,14.95

2017ya,18.22,0.069984

2017oz,18.3,0.055829

2017pl,17.28,0.097317

2017abw

2017zd,16.55,0.02947

2017po,14.71,0.031085

2017tn

2017yk,16.12,0.046439

2017vp,22.3367

2017pp,17.72,0.029944

2017pn,17.69

2017uq,16.58,0.078781

2017acb

2017xx

2017wb,17.07

2017xy

2017wj,17.09

2017yi,12.39

2017wi,17.88

2017aac,16.91

2017zv,17.04,0.075796

2017adj

2017aaa,18.16,0.046766

2017yh,13.44,0.020401

2017zg,16.01,0.022066

2017yt,16.96,0.045336

2017yv,15.41,0.015584

2017zu,15.4,0.0102

2017aas,19.1

2017aap,19.5

2017aal

2017acd,15.94,0.032042

2017bej

2017acq,16.93,0.004086

2017adi,16.08,0.031274

2017cfp,17.16,0.033211

2017ati,16.84

2017ahn,12.342,0.009245

2017anf,17.43,0.023316

2017aod,19.89

2017cgr,16.17,0.030584

2017aut,15.4,0.017233

2017auf,13.8,0.013293

2017avj,15.22,0.029037

2017auu,15.66,0.04843

2017bcd,17.01

2017aub,15.5

2017ben,17.35

2017bif,15.04,0.019247

2017avl,15.16,0.027426

2017azk,16.73,0.073401

2017cac,22

2017awk,15.15,0.018056

2017bel,16.24,0.033089

2017aww,19.33

2017bem

2017awz,15.01,0.022182

2017bcb,18.54,0.116229

2017bcc,19.2

2017bbx,19.5

2017axl,16.71

2017bbw,18.39,0.090254

2017bca,22

2017bbq,17.34,0.045588

2017bbz,18.24,0.047609

2017bby,18.21,0.147495

2017blh,16.91

2017ayp

2017ayk,18.25,0.034419

2017ays,16.91,0.020515

2017azw,16.87

2017bgp,15.64,0.047198

2017bgu,16.73,0.008502

2017bkc,15.6,0.017382

2017bxg,20.7

2017byc,17.4,0.046276

2017bke,19.68

2017blk,16.82,0.055486

2017bzt

2017bos,13.66,0.02927

2017bzg,17.32

2017byz,13.06,0.012285

2017byb,15.29,0.021755

2017byj,16.7,0.075516

2017byv,14.31,0.032319

2017cav

2017cat,14.558,0.0252

2017cao,16.82

2017cal,14.45,0.020764

2017bzb,10.994,0.003135

2017bzc,11.19,0.005365

2017bzm,17,0.045178

2017caw,15.8,0.027145

2017cbr,14.98,0.017271

2017cbv,10.799,0.004007

2017cka,16.21

2017cie,17.29,0.052

2017cfa,14.76,0.014063

2017cff,19.3954

2017cms,15.57,0.053564

2017cfb,15.75,0.022872

2017cnn,15.47,0.040308

2017cir

2017cfc,15.44,0.024027

2017cfd,14.43,0.012085

2017cik,17.27,0.015473

2017cfo,17.92,0.041536

2017cin,16.2,0.032776

2017cfq,15.3,0.021648

2017ciy,18.52,0.037504

2017ckf

2017cjd,16.65

2017ckd,16.76,0.068334

2017cig,16.83,0.045524

2017cjt,16.1,0.009376

2017cii,17.33,0.033253

2017cki,19.0667

2017cio,14.86,0.012992

PSNJ12140783-1549026,17.65

2017cjb,13.07,0.009443

2017cju,15.69,0.049334

2017ckq,14.07,0.009893

2017cjc,16.95

2017cjv,17.05,0.059528

2017cjr,14.1,0.01444

2017ckb,20.9

2017cop,16.33

2017ckc,19

2017ckp,18.27,0.100256

2017ckj,17.79,0.037107

2017ckg,15.47,0.017495

2017cne,16.78,0.033808

2017cuh

2017coa,20.3

2017cqg,13.56,0.022726

2017ckx,14.96,0.027675

2017ctt,18.9,0.09

2017cud,17.83,0.068

2017csc,22.6599,0.03

2017cqe,16.74,0.058971

2017cpu,16.64,0.054411

2017eby,18.32,0.081265

2017cts,16.33,0.01976

2017cue,19.93,0.045

2017diw,16.95,0.07

2017cug,0.024

2017cxo,16.86,0.036898

2017cxy,11.74,0.020104

2017cxz,16.07,0.028943

2017cze,14.46,0.01486

2017ddc,16.55,0.033863

2017cyy,14.82,0.009777

2017czd,14.89,0.008352

2017dah,0.08

2017ddz,13.79,0.083

2017dch,0.048

2017dcg,0.072

2017dby,16.87,0.0431

2017daf,14.71,0.019001

2017ddy,17.78,0.056

2017ddf,17.21,0.075

2017dae,18.31,0.052205

2017dek,13.27,0.063

2017dft,15.91,0.026375

2017dcf,17.07,0.060328

2017dcc,16.76,0.043

2017dfu,17.12,0.045

2017dhl,19.7,0.137

2017deu,19.6,0.05

2017dei,14,0.019804

2017dff,0.078

2017def,16.51,0.074875

2017dfn,0.048

2017dfv,13.8,0.028086

2017dfo,15.94,0.035948

2017dez,18.51,0.043

2017dfb,15.06,0.025955

2017dgd,19.19,0.022

2017dik,0.05

2017dhp,16.77,0.051589

2017djn,16.97,0.05

2017djz,17.25,0.072

2017dfq,13.16,0.021358

2017dhn,16.84,0.071376

2017djm,17.26,0.05

2017dhr,13.94,0.007145

2017dgj,15.57,0.053564

2017dgy,17.13,0.0742

2017dhm,18.18,0.051977

2017dgk,0.058

2017dij,17.09,0.087334

2017dgt,15.72,0.031005

2017dgw,18.84,0.017966

2017dhd,17.81,0.03725

2017dgi,17.18,0.054541

2017dgu,16.13,0.061726

2017dht,0.091

2017djt,18.1,0.088248

2017dgs,15.34,0.031645

2017dhw,16.29,0.04776

2017dhu,0.043

2017dhh,19.15,0.137

2017dmc,16,0.07179

2017dit,17.43,0.01859

2017diz,14.01,0.009894

2017dip,19.5,0.079

2017dib,22.1127,0.059

2017dia,18.6,0.111

2017dwh,0.13

2017dio,20.6,0.037

2017dir,19.16,0.065

2017dil,16.08,0.069076

2017doq,17.33,0.074403

2017diy,18.02,0.044122

2017dry,15.64,0.040415

2017dkb,17.81,0.016

2017djq,17.09,0.068

2017dju,15.05,0.051062

2017djl,16.56,0.044534

2017dka,14.11,0.020878

2017dpu,14.91,0.01969

2017dps,11.57,0.012465

2017dws,19.14,0.082

2017drh,11.62,0.005554

2017dwp,16.99,0.033364

2017dwq,15.77,0.018199

2017dzs,14,0.017269

2017eck,0.025

2017eef,0.065

2017eca,18.6,0.032

2017eaw,9.76,0.000133

2017eaz,14.54,0.023583

2017ebp,17.52,0.073587

2017eax,14.79,0.028179

2017ecp,16.64,0.02

2017ehp,0.08

2017ehf,18.148,0.055097

2017eex,15.1,0.03966

2017egm,14.01,0.030721

2017eio,15.27,0.03347

2017ele,16.64,0.059

2017ein,10.92,0.002699

2017eir,0.087

2017eiy,16.44,0.045531

2017ejy,15.803,0.04034

2017eje,17.372,0.060596

2017ejb,11.61,0.009867

2017ejd,16.42,0.033751

2017elf,16.94,0.031

2017ekl,0.083

2017ejw,15.777,0.019117

2017ekr,14.544,0.019914

2017emq,14.89,0.005247

2017eni,17.21,0.08152

2017epb,14.092,0.024774

2017esb,14.849,0.035478

2017erp,12.329,0.006174

2017eul,16.5,0.025985

2017ets,15.51,0.031985

2017evc,0.049

2017evr,16.39,0.041078

2017euz,0.05

2017evj,15.481,0.051976

2017eww,17.433,0.053065

2017ewx,14.389,0.015217

2017evn,17.589,0.017159

2017ewi,16.648,0.043433

2017eye,19.4,0.031

2017eym,17.42,0.059

2017exh,15.8,0.054408

2017ewv,14.877,0.022516

2017exo,16.01,0.016051

2017fbr,15.527,0.037083

2017eyz,21.6,0.164

2017eze,17.89,0.055

2017eza,18.57,0.053

2017ezl,17.177,0.027849

2017ezc,17.603,0.036635

2017fbh,15.634,0.02745

2017faa,14.842,0.01848

2017fbq,16.59,0.015

2017faf,0.0295

2017fav,17.747,0.045646

2017fca,0.05

2017fbs,15.566,0.035845

2017fco,0.036048

2017fbp,15.561,0.022701

2017fck,0.09442

2017fem,14.928,0.014337

2017frc,15.458,0.027956

2017fel,15.139,0.030711

2017fek,15.64,0.033

2017fgc,12.384,0.007722

2017flo,18.033,0.078595

2017fod,0.045

2017fne,17.17,0.056

2017fmu,16.12,0.053827

2017fof,14.795,0.028308

2017fmv,18.14,0.069782

2017fms,14.98,0.030361

2017fnz,0.081

2017fur,0.057

2017frl,18.008,0.069966

2017fqo,14.005,0.015204

2017.ASASSN-17jo,16.53,0.053764

2017frh,15.651,0.032188

2017fqf,15.398,0.030855

2017fqk,13.484,0.010147

2017fyo,16.8,0.036

2017frj,18.151,0.031297

2017fym,0.08

2017fwa,14.484,0.027963

2017fut,14.897,0.042803

2017fvf,13.591,0.017475

2017fwm,14.396,0.015557

2017fvr,16,0.012539

2017fvl,15.647,0.014343

2017git,17.53,0.079

2017gin,17.009,0.055012

2017fwn,18.395,0.039

2017fxh,17.412,0.065304

2017fzy,14.682,0.014453

2017gau,17.293,0.074454

2017fzw,11.632,0.0054

2017gap,17.64,0.05

2017gbb,12.739,0.010422

2017gfe,16,0.06

2017gfd,16.53,0.057799

2017gas,0.01

2017gdx,17.29,0.056

2017ggg,17.15,0.11

2017gah,13.466,0.008906

2017gbh,15.151,0.027156

2017gbo,15.6,0.035358

2017gdg,19.02,0.0888

2017gdw,17.65,0.087

2017giu,19.6,0.052

2017gav,21,0.033

2017ggi,16.823,0.039437

2017gci,14.29,0.007232

2017gat,17.48,0.0231

2017ggu,0.07

2017gaw,14.366,0.03813

2017gqg,16.12,0.005641

2017gax,10.343,0.00444

2017gcy,16.925,0.060592

2017gfa,17.59,0.073

2017gir,0.164

2017gbk,17.12,0.033

2017ggl,20.41,0.063

2017gfz,17.63,0.0573

2017gbv,15.072,0.041635

2017gfy,0.063

2017gfn,20.35,0.12

2017gga,17.2,0.066

2017gea,16.35,0.031794

2017gfm,17.79,0.1

2017gfh,15.9,0.024477

2017gfl,17.47,0.0808

2017gfg,0.1

2017gfj,14.223,0.020541

2017gkp,12.79,0.007529

2017goz,18.25,0.07

2017ghl,0.114

2017ggv,16.61,0.025

2017ggw,13.486,0.018513

2017ghs,14.549,0.018146

2017ghm,0.023

2017gig,16.35,0.061262

2017gth,16.59,0.038

2017gih,19.09,0.04

2017ghw,16.82,0.076

2017ghu,16,0.017561

2017gil,0.094

2017grl,21.4,0.1

2017gkt,16.24,0.030464

2017giq,17.369,0.029813

2017gip,0.029927

2017glb,16.32,0.037092

2017gjp,18.65,0.035978

2017gjd,17.02,0.020021

2017gjn,14.55,0.01512

2017glk,18.257,0.070949

2017gkk,12.391,0.004923

2017glz,17.18,0.05

2017gla,15.003,0.020334

2017glu,18.996,0.051

2017glw,14.547,0.00957

2017glq,14.727,0.011755

2017glx,12.951,0.011294

2017gmr,10.939,0.005037

2017gvr,0.109

2017gra,0.0658

2017gsz,16.92,0.028

2017gqr,15.45,0.024764

2017grd,17.53,0.03

2017grn,14.03,0.017312

2017grw,14.34,0.017405

2017gxc,0.0233

2017gtw,17.035,0.064

2017gxe,16.4,0.057036

2017gtg,18.264,0.066724

2017gwt,18.212,0.055602

2017gtc,0.0499

2017hbh,0.05

2017guu,13.2,0.021

2017gtl,16.17,0.037136

2017gtn,16.24,0.0506

2017gts,17.1,0.09

2017gua,16,0.0334

2017gto,18.406,0.086058

2017guc,16.5,0.059675

2017gtd,13.815,0.016978

2017gup,0.016

2017gut,17.13,0.031344

2017gxq,14.036,0.008406

2017guh,13.892,0.015427

2017gvw,17.06,0.0324

2017hip,16.42,0.065

2017hdq,0.088

2017gvp,14.17,0.022529

2017hcb,14.541,0.016428

2017jfb,16.59,0.06

2017hbg,16.78,0.016

2017gwy,15.145,0.029871

2017hej,18.6,0.056

2017gww,13.91,0.01748

2017heg,17.92,0.045

2017gzx,18.429,0.0682

2017gzu,16.855,0.047302

2017hca,15.96,0.013403

2017hbf,16.36,0.037946

2017hes,19.21,0.064

2017hai,19.5,0.0609

2017hce,16.8,0.032

2017hzc,17,0.048

2017haf,15.64,0.016127

2017hcd,15.561,0.034847

2017hcc,16.87,0.0173

2017hbi,12.964,0.001991

2017hbv,17.4,0.114

