sn_name,gal_mag,redshift

2010gj,16.44,0.036698

2010gf,14.793,0.01859

2010gb,17.51,0.022595

2010gc,17,0.06

2010gg,14.373,0.024991

2010gh,13.89,0.015724

2010gp,13.819,0.024262

2010gk,13.688,0.014515

2010gi,14.348,0.004142

2010gl,13.309,0.0188

2010gm,15.93

2010go,0.0365

2010gq,15.008,0.018064

2010hp,14.535,0.026933

2010gr,13.989,0.016942

2010gs,15.31,0.027118

2010gt,15.315,0.04446

2010hj,14.904,0.03

2010gy,0.06

2010hc,14.561,0.020213

2010gu,18.06,0.057499

2010hd,14.8,0.033231

2010hn,16.7

2010gv,18.92

2010gw,14.61,0.013907

2010ht,0.027

2010gz,14.114,0.018254

2010ha,14.464,0.0169

2010he,14.64,0.028412

2010mc,0.035

2010hb,15.031,0.01662

2010hv,17.22,0.024263

2010hf,14.911,0.027322

2010hh,13.717,0.019114

2010hi,13.264,0.020885

2010hg,12.593,0.008241

2010hk,15.336,0.032102

2010hl,16.5,0.027395

2010hm,14.769,0.020539

2010ho,17.02,0.040923

2010hy,0.19

2010ib,16.15,0.0187

2010hq,13.04,0.007344

2010hr,16.32

2010hu,0.088

2010hw,15.111,0.032163

2010hs,17.33

2010hz,14.359,0.025547

2010ij,15.815,0.03441

2010hx,12.51,0.009259

2010ia,14.868,0.017909

2010id,14.162,0.016474

2010ik,17,0.016751

2010ic,15.328,0.016349

2010jd,17.1,0.039033

2010ie,13.846,0.015774

2010if,14.579,0.039016

2010ig,14.91,0.037805

2010il,14.084,0.018896

2010ih,12.359,0.007224

2010ii,15.014,0.026928

2010io,15.143,0.006537

2010ip,17.14,0.052

2010im,0.018

2010in,17.9,0.035601

2010iu,0.04

2010jg,17.64,0.061342

2010it,12.812,0.013754

2010iq,14.304,0.024545

2010ir,14.94,0.008607

2010is,14.753,0.020934

2010jh

2010jn,14.322,0.025052

2010ky,20.44

2010kz

2010iw,17.57,0.021487

2010ja,12.613,0.015555

2010iv,19.84,0.074

2010ix,15.724

2010iz,15.147,0.016227

2010ji,17,0.012804

2010iy,14.24,0.023015

2010la

2010jf,16.055,0.023949

2010.MASTER12.J212321.37+171518.9,15.035,0.044456

2010jx,0.11

2010lb

2010jc,14.897,0.024064

2010jb,14.636,0.025587

2010jy,0.042

2010jk,21.4,0.28

2010lc

2010je,14.124,0.032515

2010jm,16.43,0.022362

2010kj,0.064

2010jz,0.066

2010lx,0.1

2010ld,21.4

2010jj,12.399,0.017236

2010jl,13.543,0.010655

2010le

2010jt,16.9,0.051555

2010jo,14.871,0.044727

2010js,15.74,0.039

2010ka,22.06,0.166

2010kk,0.213

2010kb,19.9,0.075

2010jq,15.83,0.015951

2010jp,12.154,0.009165

2010jr,13.97,0.012465

2010lf

2010ly,0.04

2010ju,15.35,0.015244

2010jv,14.62,0.013332

2010jw,15.261,0.021208

2010ke,20.2,0.042

2010kd,21.8,0.1

2010lg

2010kc,13.829,0.014511

2010kl,15.668,0.035227

2010kh,15.49,0.019477

2010lh

2010li

2010kf,15.583,0.040769

2010kg,14.332,0.016646

2010kr,15.41,0.035721

2010ki,16.105

2010kn,18.6,0.071232

2010lj,21.5

2010lk,19.79

2010km,15.667,0.023306

2010ko,12.574,0.01043

2010kq,14.014,0.026596

2010kp

2010lu,16.2,0.02305

2010ll,17.93,0.066

2010kt,0.053

2010ks,15.635,0.033349

2010lz,0.09

2010lo,14.201,0.015177

2010kv,15.359,0.036765

2010ku,14.762,0.018076

2010kw,14.49,0.016685

2010kx,13.958,0.023095

2010ma,0.55

2010lm,0.054

2010ln,14.909,0.016824

2010lq,14.72,0.026366

2010ls,13.027,0.009459

2010lp,13.768,0.01014

2010lr,16.23,0.062097

2010lv,0.07

2010lt,14.591,0.018416

2011A,11.82,0.008793

2011B,10.968,0.004613

2011H,14.986,0.021331

2011D,15.733,0.023124

2011C,14.031,0.024757

2011P,0.08

2011Q,21.1,0.09

2011I,15.98

2011E,14.435,0.013284

2011F,14.795,0.022492

2011G,14.274,0.026231

2011J,22.2,0.03

2011af,0.064

2011K

2011S,0.06

2011L,17.55,0.031

2011R,0.02

2011X,14.811,0.012211

2011W,15.07,0.016423

2011O,14.541,0.025992

2011as,15.64

2011M,14.357,0.017425

2011N,14.84,0.012258

2011kj,16.56,0.038894

2011aq,13.14,0.005157

2011kk,0.043113

2011Y,0.068

2011ar,15.373,0.020023

2011U,15.05,0.01335

2011V,15.727,0.013839

2011T,14.906,0.029193

2011Z,14.591,0.018069

2011ab,0.075

2011cl,15.282,0.025094

2011ah,14.187,0.027198

2011al,0.06

2011aa,15.96,0.013649

2011ak,15.271,0.026761

2011ac,14.96,0.046799

2011hi,14.72,0.023393

2011ad,20.6,0.092

2011ae,13.91,0.006047

2011aj,14.048,0.017556

2011ap,14.961,0.023359

2011ai,17.22,0.035181

2011ag,14.97,0.032343

2011am,12.691,0.00662

2011an,13.796,0.016293

2011ao,14.367,0.010693

2011au,21.2,0.111

2011bk,15.93

2011bn,14.87,0.030585

2011av,19.9,0.054

2011aw,21.5,0.055

2011at,13.71,0.006755

2011ax,21.5,0.062

2011bb

2011cc,15.484,0.031761

2011ay,14.183,0.020544

2011az,16.43,0.014

2011bo,15,0.019239

2011ba,0.144

2011bf,15.55,0.014

2011be,14.54,0.033957

2011en,18.58,0.02

2011bg,17.57,0.03226

2011ed,13.298,0.009055

2011bs,22.1,0.036

2011bt,22.2,0.114

2011bh,14.463,0.018943

2011bu,0.149

2011bv,0.077

2011bw,21,0.089

2011bd,14.937,0.028246

2011bc,14.176,0.020754

2011bx,18.31,0.058

2011bj,16.73

2011bm,15.786,0.022212

2011bi,14.858,0.027672

2011bl,15.58,0.018426

2011bp,17.3,0.027444

2011ke,20.5,0.143

2011bq,14.034,0.018909

2011br,14.139,0.021885

2011eo,0.03

2011cg,19.5

2011cd,15.9,0.012221

2011ep,0.28

2011cm,20.2,0.03

2011ce,13.474,0.008593

2011bz,13.94,0.028422

2011cn,20.9,0.09

2011co,12.776,0.008493

2011by,12.94,0.002836

2011ca,14.201,0.015177

2011cr,17.25,0.04961

2011cp,22.4,0.38

2011cq,14.841,0.017179

2011ch,20.8

2011ct,0.11

2011cs,21.8,0.1

2011cf,13.137,0.011137

2011eq,0.19

2011cb,14.344,0.007883

2011cv,17.98,0.111587

2011cu,0.08

2011cw,21.8,0.04

2011cx,21.7,0.11

2011da,21.1,0.06

2011ci,21.5,0.0511

2011cz,21.1,0.06

2011cy,22.3,0.16

2011cj,14.68,0.007426

2011db,15.861,0.02537

2011dk,13.534,0.017692

2011ds,14.98,0.019523

2011di,14.436,0.014653

2011ck,14.126,0.006917

2011ec,13.996,0.036169

2011dc,0.045

2011dd,13.01,0.011607

2011dq,12.006,0.005511

2011dg,13.89,0.015724

2011df,14.394,0.014548

2011de,14.949,0.029186

2011er,21.8,0.12

2011dr,14.228,0.018123

2011es,21.3,0.05

2011dh,8.538,0.001544

2011ki,15.57,0.031872

2011et,21.5,0.09

2011dp,13.915,0.018188

2011dj,15.171,0.018667

2011eu,20.5,0.11

2011kh,14.342,0.03015

2011dt,14.973,0.028598

2011ev,16.84,0.03

2011ew,22.1,0.07

2011do,14.54,0.018392

2011ex,20.2,0.04

2011dm,15.015,0.004917

2011dl,0.0341

2011dn,14.555,0.024959

2011.PSNJ17592296+0617267,13.202,0.006057

2011du,17.68

2011ey,0.07

2011dw,15.418,0.030227

2011ez,21,0.08

2011fa,0.06

2011dz,15.16,0.024598

2011ee,13.986,0.029522

2011dx,12.889,0.013854

2011gc,16.27,0.016

2011dv,15.1,0.031103

2011dy,15.298,0.015607

2011fb,0.04

2011fn,12.769,0.011748

2011ea,0.106

2011ej,0.042

2011eb,12.621,0.02008

2011fc,18.22,0.05

2011ef,15.486,0.013372

2011eh,11.731,0.006741

2011eg,15.381,0.027716

2011ei,12.022,0.009286

2011ix,15.249,0.045207

2011el,0.048

2011em,14.352,0.01558

2011ek,13.07,0.005031

2011fd,13.359,0.007043

2011fg,17.6,0.045

2011fm,14.53,0.02773

2011fq,15.482,0.016441

2011fl,14.932,0.015967

2011ff,14.225,0.023272

2011fh,13.556,0.008032

2011fe,8.38,0.000796

2011fv,15.736,0.042379

2011fi,12.574,0.01043

2011fj,14.335,0.0183

2011gd,13.979,0.009797

2011fp,12.694,0.018075

2011fk,15.914,0.02022

2011fx,14.657,0.019346

2011ft,15.577,0.017298

2011fo,15.05,0.019533

2011fr,15.3,0.0596

2011gk,15.84,0.044077

2011gj,14.988,0.04758

2011gw,14.008,0.010321

2011fs,14.883,0.021026

2011fy,17.99

2011ga,15.8,0.03935

2011gf,17.7,0.027655

2011fz,14.418,0.016146

2011gr,17.17,0.068

2011gh,14.658,0.018876

2011gg,21,0.055

2011ge,15.435,0.013826

2011gi,15.743,0.067916

2011gm,14.772,0.020783

2011fu,14.193,0.018489

2011fw,15.288,0.016896

2011gl,15.917,0.040444

2011gs,0.027

2011gb,0.014

2011hl,17.38,0.08

2011gq,16.08,0.053

2011gt,14.14,0.012085

2011ht,14.304,0.003645

2011ha,18.44,0.094

2011gn,16.39,0.029

2011go,15.041,0.020927

2011gp,15.78,0.026188

2011hn,14.499,0.014388

2011gx,14.444,0.032759

2011gz,16.39,0.0292

2011gu,14.078,0.019033

2011hf,0.054

2011gv,11.961,0.007119

2011he,0.05

2011gy,15.108,0.016881

2011hc,0.034

2011hb,13.986,0.029522

2011hd,16.975,0.017139

2011hh,0.015

2011hj,16.73,0.019

2011hm,14.72,0.0164

2011hg,15.73,0.023634

2011ho,14.296,0.031832

2011iq,20.9,0.015

2011hk,13.233,0.017554

2011if,16.77,0.051891

2011id,16.625,0.0631

2011hq,0.025721

2011hx

2011hp,12.691,0.00662

2011hz,20.3

2011hu,14.95,0.025141

2011hr,13.93,0.01332

2011in,14.029,0.006829

2011hs,11.391,0.005728

2011ib,14.732,0.03732

2011ii,14.979,0.023163

2011hy,15.85,0.015857

2011ig,18.41,0.065

2011hv,15.185,0.029813

2011ie,16.42,0.031

2011ic,15.56,0.012122

2011hw,0

2011ia,15.503,0.019

2011ij

2011ih,16.53,0.03

2011jd,20.3,0.079

2011il

2011ip,20.2,0.049

2011is,14.11,0.020878

2011ir,14.687,0.019895

2011ik,15.103,0.033758

2011iu,15.053,0.045985

2011jz,14.861,0.026473

2011im,13.729,0.016181

2011it,15.495,0.015894

2011io,17.14,0.04

2011je,16.39,0.0174

2011jl,13.72,0.010001

2011jb,20.3,0.084

2011ji,20,0.089

2011iw,0.023

2011iz,0.038

2011jc,0.087

2011jj,15.249,0.045207

2011jk,15.708,0.017595

2011iv,10.889,0.006338

2011iy,12.199,0.004026

2011kb,0.01

2011jg,14.568,0.014916

2011ja,9.286,0.001876

2011kg,21.59,0.19

2011jh,13.115,0.007777

2011jf,14.639,0.015227

2011jo,13.292,0.022694

2011jm,14.554,0.003077

2011jr,15.374,0.022605

2011ju,23.2,0.103

2011jn,13.5,0.047394

2011jv,0.082

2011jw,22.1,0.049

2011jq,15.93,0.032604

2011jp,13.845,0.015509

2011kc

2011jx,19.7,0.085

2011ka,15.2,0.016408

2011kd

2011jy,20.18,0.04

2011kf,0.245

2011jt,15.755,0.027777

2011js,13.6,0.013808

2012J,13.33,0.009357

2012C,14.164,0.014559

2012F,0.03

2012R,14.603,0.012399

2012A,11.661,0.002509

2012B,15.541,0.017341

2012K,17.32,0.020304

2012H,14.28,0.031852

2012D,15.81,0.025617

2012L,17.76

2012G,16,0.026225

2012E,14.269,0.020384

2012Q,16.121,0.031668

2012bu,12.98,0.010921

2012I,19.59,0.029

2012O,15.151,0.02496

2012U,13.849,0.019772

2012M,15.3,0.033266

2012il,21.9,0.175

2012N,14.755,0.035209

2012ba,14.3,0.017277

2012P,12.342,0.004516

2012V,14.689,0.010967

2012W,13.538,0.018136

2012S,0.036

2012Y,0.014963

2012ad

2012T,14.362,0.026378

2012Z,11.97,0.007127

2012X,17.69,0.101973

2012aa,14.995,0.006507

2012ab,16.635,0.018

2012bb,14.633,0.013197

2012bc

2012at,14.605,0.007754

2012ap,13,0.012155

2012bf,21.6,0.07

2012ac

2012af,16.31,0.053

2012ae,19.3

2012ag,14.998,0.022128

2012as,15.098,0.029378

2012ax,18.64,0.055858

2012bg,19.9,0.033

2012ai,13.934,0.025168

2012be,21.9,0.08

2012ak,15.437,0.041598

2012an,14.749,0.011069

2012ah,13.328,0.012271

2012aj,18.11,0.031

2012ay

2012aq,21.3

2012al,17.5,0.038216

2012am,14.809,0.041588

2012ao,0.065

2012ar,15.03,0.028259

2012bt,14.949,0.014309

2012bh,14.966,0.025244

2012az

2012au,12.769,0.004526

2012bd

2012bj,21.2,0.167

2012aw,10.571,0.002593

2012av,15.287,0.018352

2012bi,15.395,0.024356

2012bw,14.98,0.030914

2012bp,17,0.028291

2012bk,18.01,0.0176

2012bl,15.4,0.018702

2012bm,15.41,0.024803

2012bn,14.724,0.013512

2012bo,15.47,0.025431

2012br,19.7,0.019

2012bs,20.1,0.066

2012bq,0.0415

2012hn,12.89,0.007181

2012bv,13.5,0.007286

2012bx,16.56,0.050767

2012bz,21.8,0.28

2012ga,14.799,0.019985

2012ca,14,0.01946

2012by,14.809,0.030796

2012cb,13.62,0.013932

2012cc,11.976,-0.000906

2012co,14.779,0.018199

2012cd,15.228,0.011799

2012cl,14,0.010137

2012cm,17.5,0.028202

2012cq,15.329,0.025611

2012cf,15.036,0.039861

2012ce,16.4,0.032939

2012cn,16.44,0.040434

2012ci,14.76,0.030611

2012cg,12.376,0.001458

2012ch,18.42,0.008635

2012cj,12.524,0.009856

2012ck,0.042

2012ct,17.3,0.039332

2012cp,15.115,0.016543

2012cz,16.18,0.036268

2012da,17.135,0.018012

2012cr,13.907,0.00966

2012cs,13.449,0.021817

2012dd,15.312,0.045781

2012dl,13.83,0.019163

2012cv,0.02

2012cx,14.858,0.027672

2012cw,11.466,0.00443

2012cu,11.992,0.003468

2012cy,13.372,0.021735

2012di,20.6,0.07

2012dp,14.944,0.035689

2012dr,17.21,0.071

2012dc,22.4,0.089902

2012fv,14.53,0.02773

2012do,19.5,0.054

2012db,14.74,0.019313

2012de,22.18,0.09

2012dk,14.626,0.013792

2012dg,0.037166

2012dh,14.278,0.007054

2012fz,12.37,0.014596

2012df,0.07

2012dm,18.2,0.077906

2012du,12.869,0.010279

2012dj,11.94,0.005329

2012dn,13.724,0.01018

2012dq,15.111,0.011547

2012eb,0.36

2012ds,15.17,0.03403

2012dt,12.729,0.018896

2012dv,0.07

2012dw,18,0.05

2012im,13.182,0.015567

2012dx,15.427,0.014933

2012dy,14.405,0.010338

2012ea,14.48,0.010209

2012dz,13.996,0.016824

2012ec,11.189,0.004702

2012es,12.604,0.008994

2012fy,0.02

2012ed,0.015

2012ee,14.36,0.027125

2012ek,14.833,0.028563

2012eg,15.574,0.011434

2012ef,0.08

2012el,13.158,0.018175

2012fw,15.546,0.018586

2012eh,15.532,0.021664

2012er,15.474,0.039694

2012ff,17.5,0.108351

2012ei,13.21,0.006417

2012ej,13.242,0.008978

2012fx,13.616,0.017652

2012eq,14.708,0.03262

2012eo,15.399,0.028546

2012fu,16.237,0.060502

2012eu,16.18,0.029937

2012ep,0.1

2012ev,15.65,0.074318

2012ez,0.348

2012en,16.85,0.017295

2012em,15.653,0.038073

2012ew,14.605,0.025701

2012et,15.063,0.024965

2012fa,0.4

2012ey,15.66,0.027315

2012ex,14.011,0.023017

2012fb,18.46,0.038

2012fj,14.186,0.031298

2012fc,15.749,0.023162

2012fd,14.362,0.018898

2012ft,16.3,0.02

2012fe,0.05

2012gw,14.253,0.016574

2012fp,0.644

2012fg,12.936,0.0163

2012fq,0.67

2012fs,14.914,0.015299

2012fo,20.32,0.238

2012fn,0.284

2012gp,16.38,0.053637

2012fi,15.28,0.010947

2012fl,21.5,0.086

2012fh,10.496,0.001935

2012fk,14.23,0.035

2012fm,14.518,0.014553

2012gd,17.39,0.055

2012gs,0.525

2012ge,16.15,0.033172

2012gt,0.491

2012gu,0.45

2012gh,0.07

2012fr,10.362,0.005462

2012gg,0.03

2012gl,13.63,0.009361

2012gf,14.827,0.027535

2012gb,15.375,0.018633

2012hb,12.23,0.005577

2012gc,14.361,0.016779

2012gi,16.29,0.02419

2012gv,0.57

2012hc,14.6,0.004788

2012gn,14.712,0.013235

2012hy,13.9,0.016575

2012gr,17.36

2012gj,13.61,0.013033

2012gk,14.679,0.050415

2012go,0.03

2012gq,14.544,0.028086

2012gy,19.1,0.067

2012gx,15.41,0.014

2012gm,14.235,0.014786

2012gz,20.92,0.03

2012ha,16.197,0.017001

2012hk,16.56,0.023986

2012hd,13.461,0.011909

2012he,14.71,0.055968

2012hf,14.257,0.015495

2012hh,14.504,0.031185

2012hg,16.01,0.037683

2012hi,15.03,0.026391

2012hj,14.903,0.024597

2012hl,16.72,0.033

2012hx,0.028

2012ho,13.975,0.009907

2012hm,16.2,0.036248

2012hq,17.79,0.09

2012hp,18.22,0.019456

2012hz,0.043

2012ih,14.393,0.01932

2012hu,0.039

2012hw,16.77,0.038054

2012ia,19.3,0.044

2012hs,13.2,0.00644

2012hr,12.733,0.007553

2012hv,13.536,0.010929

2012ht,13.872,0.003572

2012ib,14.775,0.016871

2012if,15.539,0.033357

2012id,15.24,0.015748

2012ig,15.469,0.015737

2012ic,15.782,0.040898

2012ie,17.41,0.048

2012ii,16.33,0.06

2012ik,16.94,0.064

2012ij,14.821,0.010997

2013A,14.972,0.033805

2013B,14.64,0.037962

2013D,16.815,0.027119

2013C,15.3,0.023956

2013E,13.976,0.00942

2013G,13.933,0.02068

2013F,11.891,0.004997

2013U,15.31,0.034527

2013R,16.835,0.052

2013W,0.02989

2013H,13.92,0.015547

2013V,15.2,0.026762

2013I,18.15,0.035214

2013P,15.797,0.02454

2013J,15.865,0.034183

2013K,12.7,0.008073

2013M,14.492,0.034957

2013O,18,0.053

2013L,15.216,0.016898

2013T,15.341,0.017646

2013Z,15.25,0.060777

2013S,0.018576

2013Q,13.262,0.017244

2013N,16.16,0.025558

2013an,22.6,0.014

2013X,16.7,0.032632

2013Y,18.5,0.076587

2013aa,10.799,0.004007

2013ez,0.597

2013ad

2013ac,16.46,0.02968

2013ab,12.663,0.004571

2013ap,21.2,0.086

2013ae,0.028

2013ah,15.412,0.025441

2013av,17.1,0.05

2013af,18.2,0.035

2013ai,12.154,0.009165

2013ag,18.02,0.02129

2013al,19.7,0.1321

2013aj,12.835,0.00912

2013ao,0.03

2013ax,15.215,0.040548

2013ak,14.24,0.003435

2013aw,17.04,0.026541

2013aq,13.564,0.009172

2013ar,17.31,0.051992

2013as,0.07

2013bd,15.09,0.03385

2013at,0.02

2013am,10.041,0.002728

2013au,22.8,0.042

2013az,15.039,0.037332

2013bi,12.957,0.015879

2013gq,12.918,0.013772

2013ay,13.985,0.015305

2013bf,17.76,0.08419

2013bc,14.46,0.022435

2013bb,13.781,0.01752

2013bh,18.28,0.074458

2013ba,22.1

2013bj,14.515,0.028186

2013bg,0.066

2013be,16.79,0.066095

2013bk,14.63,0.022059

2013bl,14.841,0.030542

2013bx,19.3,0.152438

2013bv,18.6,0.0877

2013dc,13.819,0.024262

2013br,20.24,0.074

2013bw,14.64,0.0383

2013bn,19.8,0.0545

2013bp,21.3,0.076

2013bo,20.4,0.036

2013bq,19.6,0.06

2013bm,14.473,0.025563

2013bs,14.53,0.027612

2013bt,15.92,0.036445

2013bz,15.45,0.019163

2013bu,10.163,0.002729

2013by,11.726,0.003819

2013cq,21.8,0.34

2013cd,15.74,0.039

2013cc,11.779,0.013119

2013cf,16.68,0.019326

2013ch,14.705,0.007681

2013ca,15.88,0.044764

2013cb,18.2,0.054127

2013ce,17.66,0.021081

2013dm,14.781,0.018876

2013cl,15.71,0.06345

2013ci,16.285,0.036

2013cu,15.245,0.025234

2013cg,13.478,0.007912

2013co,20,0.049724

2013cp,18.7,0.074921

2013cz,15.751,0.013729

2013ck,21,0.049

2013gl,15.089,0.020515

2013cj,15.111,0.032163

2013cn,14.558,0.0252

2013ct,11.932,0.003847

2013cm,16.89,0.04

2013cr,16.87,0.027032

2013cs,14.868,0.009256

2013dg,0.2

2013cv,20.2,0.035

2013cx,18.2,0.034

2013dd,17.27,0.05205

2013cw,13.758,0.017505

2013db,14.178,0.023598

2013de,17.125,0.036221

2013cy,14.68,0.031465

2013da,14.93,0.02431

2013df,10.94,0.002393

2013eg,14.295,0.01521

2013dj,15.469,0.025304

2013dp,17.04,0.022324

2013dh,13.002,0.013382

2013di,13.776,0.023813

2013dn,15.603,0.056409

2013do,13.462,0.015629

2013dl,15.045,0.017748

2013dk,10.862,0.00548

2013du,14.234,0.02017

2013ei,14.576,0.017407

2013dq,15.152,0.016318

2013dt,14.575,0.024132

2013dr,15.008,0.016834

2013ds,15.92,0.053

2013ec,20.2,0.081

2013dv,16.44,0.057

2013dw,19.7,0.136

2013dx,0.145

2013ef,14.339,0.017233

2013ea

2013dy,13.234,0.003874

2013dz,17.32,0.049

2013el,13.635,0.017485

2013eb,13.833,0.018779

2013ee,11.396,0.003745

2013ed,16.9,0.033158

2013eh,17.49,0.034997

2013ek,13.182,0.015567

2013ej,9.691,0.002187

2013em,15.94,0.022005

2013er,14.962,0.01806

2013ep,14.632,0.016888

2013en,14.863,0.015261

2013eq,0.042

2013eo,15.12,0.051946

2013es,17.98,0.042879

2013et,15.63,0.057159

2013gh,13.118,0.008789

2013ey,15.128,0.027942

2013eu,14.946,0.009253

2013ev,15.278,0.017055

2013ew,16.45,0.061362

2013fe,13.456,0.02032

2013ex,12.574,0.01043

2013fc,13.58,0.018501

2013fa,13.155,0.015513

2013fd,14.667,0.012715

2013fb,13.67,0.016939

2013hy,0.663

2013fh,15.696,0.029803

2013ff,12.405,0.004919

2013fu,0.4791

2013fi,17.52

2013fg,13.526,0.015341

2013fk,15.631,0.016317

2013fm,16.06,0.042453

2013fj,15.341,0.033453

2013ft,14.31,0.00969

2013fq,0.0113

2013fp,16.43,0.011818

2013fl,16.24,0.019401

2013fn,12.7,0.027132

2013fo,0.054

2013fr,15.148,0.020935

2013fs,13.518,0.011861

2013hb,18.16,0.035

2013fv,15.21,0.010507

2013ga,14.541,0.015684

2013gp,19.18,0.233872

2013fw,12.663,0.016957

2013fx,16.4,0.06

2013go,16.7,0.076

2013fy,14.399,0.030958

2013gk,13.4,0.017698

2013hc,15.472,0.0443

2013gb,14.484,0.028289

2013ho,16.54,0.033346

2013fz,13.907,0.020607

2013gg,14.8,0.027545

2013ha,15.333,0.013592

2013gf,18.27,0.084715

2013gc,14.24,0.003435

2013ge,12.635,0.004356

2013gd,14.99,0.013412

2013gj,19.9,0.025

2013hi,16.22,0.025367

2013gi,15.43,0.030434

2013gn,11.918,0.010842

2013gt,15,0.038074

2013hv,13.5,0.013286

2013gm,14.839,0.017335

2013hm,15.292,0.031988

2013gw,17.09,0.038705

2013gr,14.487,0.007423

2013gs,15.637,0.016888

2013gx,0.024

2013hd,16.02,0.03368

2013gz,14.4,0.016401

2013gv,15.538,0.03412

2013hk,16.1,0.017135

2013gu,18.46,0.017742

2013gy,14.491,0.014069

2013hf,15.217,0.034847

2013he,14.779,0.027835

2013hg,17.2,0.012828

2013hj,14.83,0.006863

2013hp,16.15,0.027935

2013hh,15.031,0.012981

2013hn,12.283,0.015031

2013hq,14.834,0.019933

2013hl,14.068,0.026128

2013hs,16.22,0.019454

2013hr,14.758,0.026191

2013hu,14.05,0.016521

2013hw,17.127,0.050476

2013ht,14.95,0.027868

2013hx,0.135

2014D,14.803,0.008191

2014A,11.642,0.00581

2014B,11.901,0.010374

2014C,10.163,0.002729

2014E,14.894,0.019003

2014F,13.42,0.008639

2014H,0.015

2014G,12.374,0.004611

2014I,14.593,0.03012

2014M,16.61,0.0222

2014J,8.915,0.00075

2014K,15.95,0.011625

2014W,19.9,0.036325

2014L,10.408,0.008023

2014N,14.841,0.017101

2014Q,16.94,0.045646

2014P,14.65,0.018986

2014O,14.62,0.013297

2014af

2014R,14.494,0.025148

2014V,13.427,0.019204

2014S,18.74,0.04

2014T,20.8,0.09

2014U,14.754,0.018236

2014X,14.494,0.022732

2014Y,17.76,0.039024

2014ae,15.357,0.022225

2014Z,14.533,0.021274

2014aa,13.552,0.01695

2014ab,16.91,0.02

2014ac,14.478,0.028935

2014ag,15.456,0.031658

2014ah,16.078,0.021026

2014ad,13.7,0.0053

2014ap,15.17,0.023516

2014ai,12.793,0.022902

2014aj,13.701,0.020395

2014ak,13.572,0.018916

2014am,20,0.053

2014al,20,0.04

2014an,15.697,0.060608

2014aq,17.24,0.045796

2014ao,13.787,0.014077

2014ar,13.028,0.010609

2014as,14.298,0.01242

2014av,14.165,0.030156

2014au,16.9,0.034917

2014at,14.217,0.031982

2014bd,17.42,0.029136

2014cn,13.682,0.012759

2014aw,21.15

2014az,13.914,0.013479

2014ax,15.184,0.032445

2014ay,16.76,0.01043

2014br,15.471,0.027825

2014bz,16.3,0.022516

2014ba,11.251,0.00584

2014be,18.9,0.071

2014bb,14.244,0.027286

2014ca,15,0.019487

2014bc,9.125,0.001501

2014bo,16.94,0.133525

2014bl,19.53,0.0377

2014bh,16.96,0.054914

2014bf,15.679,0.031398

2014bj

2014bk,19.25,0.0697

2014ch,0.044

2014cm,11.83,0.018219

2014bs,14.752,0.023519

2014bi,11.072,0.001911

2014bt,14.399,0.015814

2014cv,14.72,0.012568

2014ct,14.729,0.047519

2014df,11.386,0.003902

2014bq,19.4,0.08

2014bg,14.755,0.035209

2014bp,19.48,0.068

2014bm,15.589,0.041265

2014bn,15.14,0.050326

2014bw,15.555,0.036734

2014cl,14.36,0.006314

2014bu,14.357,0.009848

2014bv,12.661,0.005565

2014cq,15.524,0.010658

2014co,13.178,0.01904

2014cu,14.94,0.028326

